classname ; cbo ; dit ; fanIn ; fanOut ; lcom ; noc ; numberOfAttributes ; numberOfAttributesInherited ; numberOfLinesOfCode ; numberOfMethods ; numberOfMethodsInherited ; numberOfPrivateAttributes ; numberOfPrivateMethods ; numberOfPublicAttributes ; numberOfPublicMethods ; rfc ; wmc ; bugs ; nonTrivialBugs ; majorBugs ; criticalBugs ; highPriorityBugs ; 
org::eclipse::pde::internal::ui::launcher::OSGiFrameworkBlock ; 5 ; 1 ; 2 ; 3 ; 15 ; 0 ; 6 ; 0 ; 87.0 ; 6.0 ; 6 ; 6 ; 1 ; 0.0 ; 5 ; 33.0 ; 12.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::build::AbstractJavaScanner ; 3 ; 2 ; 1 ; 2 ; 1 ; 2 ; 0 ; 0 ; 29.0 ; 2.0 ; 9 ; 0 ; 0 ; 0.0 ; 1 ; 16.0 ; 11.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::text::PDETextHover ; 5 ; 1 ; 4 ; 1 ; 10 ; 2 ; 0 ; 0 ; 44.0 ; 5.0 ; 6 ; 0 ; 0 ; 0.0 ; 5 ; 14.0 ; 11.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSDocumentFactory ; 18 ; 2 ; 1 ; 17 ; 378 ; 0 ; 1 ; 0 ; 194.0 ; 28.0 ; 28 ; 1 ; 13 ; 0.0 ; 14 ; 100.0 ; 60.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::views::plugins::PluginsContentProvider ; 8 ; 2 ; 1 ; 8 ; 21 ; 0 ; 3 ; 0 ; 87.0 ; 7.0 ; 9 ; 3 ; 0 ; 0.0 ; 6 ; 41.0 ; 33.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::nls::ModelChangeElement ; 19 ; 1 ; 6 ; 13 ; 66 ; 0 ; 10 ; 0 ; 90.0 ; 12.0 ; 6 ; 10 ; 1 ; 0.0 ; 11 ; 50.0 ; 22.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::product::ProductObject ; 13 ; 2 ; 9 ; 4 ; 28 ; 11 ; 2 ; 0 ; 30.0 ; 8.0 ; 11 ; 2 ; 0 ; 0.0 ; 5 ; 18.0 ; 10.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::properties::SelfHostingPropertyPage ; 6 ; 1 ; 1 ; 6 ; 36 ; 0 ; 2 ; 0 ; 104.0 ; 9.0 ; 0 ; 2 ; 3 ; 0.0 ; 4 ; 56.0 ; 22.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::bundle::BundleVersionHeader ; 4 ; 5 ; 3 ; 1 ; 3 ; 0 ; 1 ; 4 ; 9.0 ; 3.0 ; 64 ; 1 ; 0 ; 0.0 ; 3 ; 6.0 ; 3.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpModel ; 13 ; 6 ; 12 ; 2 ; 15 ; 0 ; 3 ; 5 ; 28.0 ; 6.0 ; 75 ; 3 ; 0 ; 0.0 ; 3 ; 11.0 ; 9.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::PDEMultiPageContentOutline ; 6 ; 1 ; 1 ; 5 ; 190 ; 0 ; 8 ; 11 ; 107.0 ; 20.0 ; 0 ; 8 ; 2 ; 0.0 ; 18 ; 49.0 ; 34.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::imports::BinaryProjectFilter ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 15.0 ; 1.0 ; 0 ; 0 ; 0 ; 0.0 ; 1 ; 5.0 ; 6.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::plugin::OverviewPage ; 29 ; 3 ; 1 ; 29 ; 190 ; 0 ; 5 ; 0 ; 234.0 ; 20.0 ; 37 ; 4 ; 12 ; 0.0 ; 3 ; 191.0 ; 58.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::util::PDEJavaHelper ; 22 ; 1 ; 12 ; 10 ; 91 ; 0 ; 0 ; 0 ; 264.0 ; 14.0 ; 6 ; 0 ; 3 ; 0.0 ; 11 ; 121.0 ; 76.0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::TargetDefinitionManager ; 8 ; 1 ; 4 ; 4 ; 55 ; 0 ; 2 ; 0 ; 101.0 ; 11.0 ; 6 ; 1 ; 4 ; 1.0 ; 7 ; 48.0 ; 26.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::util::VMUtil ; 10 ; 1 ; 9 ; 1 ; 36 ; 0 ; 0 ; 0 ; 59.0 ; 9.0 ; 6 ; 0 ; 0 ; 0.0 ; 9 ; 31.0 ; 18.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::search::dependencies::GatherUnusedDependenciesOperation ; 19 ; 1 ; 2 ; 17 ; 28 ; 0 ; 2 ; 0 ; 146.0 ; 8.0 ; 6 ; 2 ; 4 ; 0.0 ; 4 ; 91.0 ; 42.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::plugin::PluginElementNode ; 15 ; 5 ; 4 ; 11 ; 91 ; 0 ; 2 ; 18 ; 79.0 ; 14.0 ; 211 ; 2 ; 0 ; 0.0 ; 14 ; 55.0 ; 25.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSDocumentHandler ; 8 ; 3 ; 1 ; 8 ; 36 ; 0 ; 2 ; 2 ; 75.0 ; 9.0 ; 54 ; 2 ; 4 ; 0.0 ; 3 ; 41.0 ; 17.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::LoadTargetOperation ; 25 ; 1 ; 0 ; 25 ; 120 ; 0 ; 4 ; 0 ; 281.0 ; 16.0 ; 6 ; 4 ; 6 ; 0.0 ; 4 ; 182.0 ; 60.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::PDELauncherFormEditor ; 9 ; 3 ; 3 ; 6 ; 36 ; 2 ; 4 ; 1 ; 133.0 ; 9.0 ; 72 ; 0 ; 3 ; 1.0 ; 2 ; 61.0 ; 21.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::util::ManifestUtils ; 7 ; 1 ; 2 ; 5 ; 6 ; 0 ; 0 ; 0 ; 63.0 ; 4.0 ; 6 ; 0 ; 1 ; 0.0 ; 3 ; 27.0 ; 20.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::schema::NewCompositorAction ; 7 ; 1 ; 1 ; 6 ; 3 ; 0 ; 3 ; 0 ; 58.0 ; 3.0 ; 0 ; 3 ; 1 ; 0.0 ; 2 ; 25.0 ; 13.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::ExecutionEnvironmentAnalyzer ; 7 ; 1 ; 5 ; 2 ; 28 ; 0 ; 16 ; 0 ; 91.0 ; 8.0 ; 6 ; 16 ; 5 ; 0.0 ; 3 ; 60.0 ; 41.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSConditionalSubItem ; 3 ; 6 ; 1 ; 2 ; 36 ; 0 ; 1 ; 110 ; 30.0 ; 9.0 ; 412 ; 1 ; 0 ; 0.0 ; 9 ; 17.0 ; 9.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::target::TargetProfileWindow ; 11 ; 1 ; 1 ; 10 ; 55 ; 0 ; 3 ; 0 ; 178.0 ; 11.0 ; 0 ; 2 ; 7 ; 0.0 ; 3 ; 85.0 ; 26.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::templates::PreprocessorParser ; 11 ; 1 ; 1 ; 10 ; 120 ; 0 ; 23 ; 0 ; 238.0 ; 16.0 ; 6 ; 23 ; 12 ; 0.0 ; 4 ; 81.0 ; 67.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::PluginPathFinder ; 17 ; 1 ; 6 ; 11 ; 36 ; 0 ; 2 ; 0 ; 195.0 ; 9.0 ; 6 ; 2 ; 5 ; 0.0 ; 4 ; 112.0 ; 47.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::views::dependencies::CalleesListContentProvider ; 4 ; 4 ; 2 ; 2 ; 6 ; 0 ; 1 ; 0 ; 52.0 ; 4.0 ; 18 ; 0 ; 0 ; 1.0 ; 4 ; 33.0 ; 18.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::ui::launcher::EclipseLaunchShortcut ; 23 ; 2 ; 3 ; 20 ; 78 ; 0 ; 3 ; 0 ; 164.0 ; 13.0 ; 13 ; 2 ; 7 ; 0.0 ; 1 ; 97.0 ; 52.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::ExternalModelManager ; 10 ; 2 ; 2 ; 8 ; 10 ; 0 ; 1 ; 0 ; 53.0 ; 5.0 ; 11 ; 1 ; 0 ; 0.0 ; 2 ; 31.0 ; 14.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::target::ContentSection ; 43 ; 5 ; 8 ; 36 ; 528 ; 0 ; 10 ; 2 ; 520.0 ; 33.0 ; 72 ; 9 ; 16 ; 0.0 ; 7 ; 276.0 ; 118.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::search::BaseSearchAction ; 0 ; 1 ; 0 ; 0 ; 3 ; 2 ; 0 ; 0 ; 7.0 ; 3.0 ; 0 ; 0 ; 0 ; 0.0 ; 2 ; 6.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::plugin::PluginLibraryNode ; 8 ; 4 ; 2 ; 6 ; 136 ; 0 ; 1 ; 18 ; 124.0 ; 17.0 ; 184 ; 1 ; 0 ; 0.0 ; 17 ; 81.0 ; 42.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::schema::SchemaInclude ; 11 ; 3 ; 2 ; 10 ; 28 ; 0 ; 4 ; 6 ; 55.0 ; 8.0 ; 32 ; 4 ; 1 ; 0.0 ; 7 ; 26.0 ; 15.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::schema::SchemaElementHandler ; 4 ; 2 ; 1 ; 3 ; 21 ; 0 ; 5 ; 1 ; 49.0 ; 7.0 ; 36 ; 5 ; 0 ; 0.0 ; 5 ; 20.0 ; 15.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::contentassist::XMLInsertionComputer ; 22 ; 1 ; 3 ; 19 ; 105 ; 0 ; 0 ; 0 ; 290.0 ; 15.0 ; 6 ; 0 ; 0 ; 0.0 ; 4 ; 124.0 ; 82.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::variables::TargetOSArchVariableResolver ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 3.0 ; 1.0 ; 6 ; 0 ; 0 ; 0.0 ; 1 ; 2.0 ; 1.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::GenericSourcePage ; 1 ; 2 ; 1 ; 0 ; 15 ; 0 ; 0 ; 0 ; 18.0 ; 6.0 ; 56 ; 0 ; 0 ; 0.0 ; 5 ; 6.0 ; 6.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::FormOutlinePage ; 19 ; 2 ; 14 ; 8 ; 153 ; 11 ; 6 ; 1 ; 141.0 ; 18.0 ; 4 ; 3 ; 1 ; 0.0 ; 14 ; 63.0 ; 43.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::exports::PluginExportOperation ; 7 ; 3 ; 2 ; 5 ; 6 ; 0 ; 0 ; 8 ; 29.0 ; 4.0 ; 36 ; 0 ; 0 ; 0.0 ; 1 ; 16.0 ; 10.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::PDEDropAdapter ; 5 ; 1 ; 1 ; 4 ; 36 ; 0 ; 3 ; 0 ; 114.0 ; 9.0 ; 0 ; 3 ; 0 ; 0.0 ; 3 ; 30.0 ; 26.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::commands::CommandView ; 1 ; 1 ; 0 ; 1 ; 21 ; 0 ; 1 ; 0 ; 23.0 ; 7.0 ; 0 ; 1 ; 0 ; 0.0 ; 7 ; 14.0 ; 7.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpDocumentHandler ; 2 ; 3 ; 1 ; 2 ; 3 ; 0 ; 1 ; 2 ; 10.0 ; 3.0 ; 54 ; 1 ; 0 ; 0.0 ; 1 ; 6.0 ; 3.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::text::BasePDEScanner ; 10 ; 1 ; 6 ; 4 ; 36 ; 5 ; 1 ; 0 ; 51.0 ; 9.0 ; 0 ; 1 ; 0 ; 0.0 ; 4 ; 31.0 ; 15.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::runtime::spy::SpyIDEUtil ; 4 ; 1 ; 1 ; 3 ; 3 ; 0 ; 0 ; 0 ; 38.0 ; 3.0 ; 6 ; 0 ; 0 ; 0.0 ; 3 ; 18.0 ; 7.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::cheatsheet::comp::CompCS ; 10 ; 4 ; 1 ; 9 ; 120 ; 0 ; 3 ; 62 ; 93.0 ; 16.0 ; 57 ; 3 ; 0 ; 0.0 ; 11 ; 42.0 ; 24.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::plugin::JarSelectionValidator ; 3 ; 1 ; 1 ; 2 ; 6 ; 1 ; 2 ; 0 ; 38.0 ; 4.0 ; 6 ; 2 ; 1 ; 0.0 ; 3 ; 12.0 ; 12.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::runtime::registry::ParentAdapter ; 2 ; 2 ; 2 ; 0 ; 3 ; 6 ; 1 ; 0 ; 8.0 ; 3.0 ; 2 ; 0 ; 0 ; 1.0 ; 2 ; 4.0 ; 3.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::parts::FormEntry ; 68 ; 1 ; 66 ; 2 ; 153 ; 1 ; 8 ; 0 ; 196.0 ; 18.0 ; 6 ; 6 ; 5 ; 1.0 ; 13 ; 61.0 ; 54.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::schema::SchemaDescriptor ; 7 ; 1 ; 5 ; 2 ; 15 ; 0 ; 5 ; 0 ; 33.0 ; 6.0 ; 11 ; 5 ; 0 ; 0.0 ; 6 ; 13.0 ; 12.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::exports::AntGeneratingExportWizard ; 15 ; 2 ; 2 ; 13 ; 28 ; 2 ; 1 ; 12 ; 112.0 ; 8.0 ; 11 ; 0 ; 1 ; 0.0 ; 1 ; 78.0 ; 32.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::feature::FeatureInstallHandler ; 4 ; 3 ; 2 ; 2 ; 28 ; 0 ; 3 ; 8 ; 41.0 ; 8.0 ; 55 ; 3 ; 0 ; 0.0 ; 7 ; 22.0 ; 11.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::NodeDocumentHandler ; 8 ; 2 ; 1 ; 7 ; 21 ; 3 ; 1 ; 2 ; 81.0 ; 7.0 ; 47 ; 1 ; 0 ; 0.0 ; 1 ; 41.0 ; 19.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::ui::internal::views::log::LogView ; 36 ; 1 ; 6 ; 35 ; 3003 ; 0 ; 55 ; 0 ; 1326.0 ; 78.0 ; 0 ; 34 ; 52 ; 2.0 ; 15 ; 461.0 ; 235.0 ; 4 ; 2 ; 1 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::SystemFileMarkerAnnotationModel ; 2 ; 1 ; 2 ; 0 ; 10 ; 0 ; 0 ; 0 ; 10.0 ; 5.0 ; 0 ; 0 ; 0 ; 0.0 ; 1 ; 5.0 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::DocumentNodeFactory ; 9 ; 1 ; 3 ; 6 ; 10 ; 3 ; 0 ; 0 ; 29.0 ; 5.0 ; 9 ; 0 ; 0 ; 0.0 ; 4 ; 15.0 ; 5.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::plugin::PackageSelectionDialog ; 2 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 12.0 ; 2.0 ; 0 ; 0 ; 0 ; 0.0 ; 1 ; 5.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::actions::CompCSAddTaskAction ; 5 ; 2 ; 1 ; 4 ; 1 ; 0 ; 0 ; 1 ; 20.0 ; 2.0 ; 3 ; 0 ; 0 ; 0.0 ; 2 ; 10.0 ; 5.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::feature::DataPortabilitySection ; 11 ; 3 ; 0 ; 11 ; 231 ; 1 ; 5 ; 0 ; 277.0 ; 22.0 ; 21 ; 5 ; 7 ; 0.0 ; 15 ; 107.0 ; 54.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::site::SiteFeature ; 16 ; 5 ; 2 ; 14 ; 276 ; 0 ; 9 ; 20 ; 191.0 ; 24.0 ; 90 ; 9 ; 0 ; 0.0 ; 22 ; 116.0 ; 60.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::target::EnvironmentSection ; 15 ; 3 ; 1 ; 14 ; 78 ; 0 ; 9 ; 0 ; 233.0 ; 13.0 ; 21 ; 9 ; 7 ; 0.0 ; 4 ; 84.0 ; 30.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::views::dependencies::DependenciesViewComparator ; 4 ; 1 ; 2 ; 2 ; 6 ; 0 ; 1 ; 0 ; 23.0 ; 4.0 ; 0 ; 1 ; 2 ; 0.0 ; 2 ; 12.0 ; 9.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::feature::BasePluginListPage ; 4 ; 1 ; 0 ; 4 ; 6 ; 1 ; 1 ; 0 ; 18.0 ; 4.0 ; 0 ; 0 ; 0 ; 0.0 ; 4 ; 15.0 ; 5.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::site::SiteInputContextManager ; 2 ; 2 ; 1 ; 1 ; 3 ; 0 ; 0 ; 0 ; 10.0 ; 3.0 ; 29 ; 0 ; 1 ; 0.0 ; 2 ; 6.0 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::build::BuildSourcePage ; 18 ; 4 ; 4 ; 14 ; 45 ; 0 ; 0 ; 0 ; 54.0 ; 10.0 ; 72 ; 0 ; 1 ; 0.0 ; 7 ; 31.0 ; 19.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::plugin::AttributeChangedEvent ; 2 ; 2 ; 2 ; 0 ; 1 ; 0 ; 2 ; 4 ; 7.0 ; 2.0 ; 19 ; 1 ; 0 ; 0.0 ; 2 ; 2.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::util::PixelConverter ; 1 ; 1 ; 1 ; 0 ; 10 ; 0 ; 1 ; 0 ; 18.0 ; 5.0 ; 6 ; 1 ; 0 ; 0.0 ; 5 ; 11.0 ; 5.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::ui::launcher::PDESourcePathProvider ; 4 ; 1 ; 0 ; 4 ; 10 ; 0 ; 1 ; 0 ; 57.0 ; 5.0 ; 0 ; 0 ; 3 ; 0.0 ; 2 ; 36.0 ; 15.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::details::CompCSIntroductionTextListener ; 7 ; 1 ; 1 ; 6 ; 45 ; 0 ; 2 ; 0 ; 67.0 ; 10.0 ; 6 ; 2 ; 4 ; 0.0 ; 6 ; 26.0 ; 16.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::templates::Activator ; 1 ; 1 ; 1 ; 0 ; 10 ; 0 ; 1 ; 0 ; 17.0 ; 5.0 ; 0 ; 1 ; 0 ; 0.0 ; 5 ; 11.0 ; 5.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::feature::InfoFormPage ; 6 ; 2 ; 1 ; 5 ; 10 ; 0 ; 3 ; 0 ; 27.0 ; 5.0 ; 28 ; 2 ; 0 ; 0.0 ; 3 ; 17.0 ; 5.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::plugin::CreateManifestOperation ; 5 ; 1 ; 1 ; 4 ; 15 ; 0 ; 1 ; 0 ; 73.0 ; 6.0 ; 6 ; 1 ; 4 ; 0.0 ; 2 ; 43.0 ; 18.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::elements::DefaultContentProvider ; 0 ; 1 ; 0 ; 0 ; 3 ; 46 ; 0 ; 0 ; 7.0 ; 3.0 ; 6 ; 0 ; 0 ; 0.0 ; 3 ; 3.0 ; 3.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::util::FileExtensionsFilter ; 4 ; 1 ; 3 ; 1 ; 10 ; 0 ; 1 ; 0 ; 52.0 ; 5.0 ; 0 ; 1 ; 2 ; 0.0 ; 3 ; 17.0 ; 13.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::product::SynchronizationOperation ; 7 ; 3 ; 2 ; 5 ; 10 ; 0 ; 0 ; 2 ; 32.0 ; 5.0 ; 15 ; 0 ; 3 ; 0.0 ; 2 ; 24.0 ; 9.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::validation::ControlValidationUtility ; 9 ; 1 ; 0 ; 9 ; 15 ; 0 ; 0 ; 0 ; 106.0 ; 6.0 ; 6 ; 0 ; 0 ; 0.0 ; 6 ; 32.0 ; 22.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::util::PDEJavaHelperUI ; 18 ; 1 ; 5 ; 13 ; 21 ; 0 ; 1 ; 0 ; 169.0 ; 7.0 ; 6 ; 1 ; 2 ; 0.0 ; 5 ; 77.0 ; 30.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::build::BuildInputContext ; 14 ; 2 ; 5 ; 9 ; 45 ; 0 ; 2 ; 1 ; 86.0 ; 10.0 ; 39 ; 1 ; 3 ; 0.0 ; 3 ; 59.0 ; 20.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::feature::FeatureData ; 10 ; 4 ; 3 ; 7 ; 231 ; 1 ; 7 ; 15 ; 131.0 ; 22.0 ; 73 ; 7 ; 1 ; 0.0 ; 18 ; 80.0 ; 33.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::tests::macro::CheckCommand ; 3 ; 4 ; 1 ; 2 ; 15 ; 0 ; 1 ; 2 ; 31.0 ; 6.0 ; 35 ; 0 ; 0 ; 0.0 ; 3 ; 16.0 ; 12.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::toc::HelpEditorUtil ; 10 ; 1 ; 6 ; 4 ; 15 ; 0 ; 3 ; 0 ; 61.0 ; 6.0 ; 6 ; 1 ; 2 ; 0.0 ; 4 ; 30.0 ; 17.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::plugin::Extensions ; 5 ; 4 ; 2 ; 3 ; 15 ; 0 ; 3 ; 9 ; 44.0 ; 6.0 ; 91 ; 3 ; 0 ; 0.0 ; 5 ; 19.0 ; 14.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::tests::macro::ChoiceSelectionCommand ; 8 ; 2 ; 1 ; 7 ; 45 ; 0 ; 2 ; 0 ; 88.0 ; 10.0 ; 18 ; 1 ; 4 ; 0.0 ; 5 ; 43.0 ; 24.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::templates::osgi::HelloOSGiServiceTemplate ; 3 ; 5 ; 1 ; 2 ; 28 ; 0 ; 2 ; 13 ; 29.0 ; 8.0 ; 80 ; 0 ; 0 ; 0.0 ; 7 ; 14.0 ; 8.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::util::ImageOverlayIcon ; 0 ; 2 ; 0 ; 0 ; 1 ; 0 ; 1 ; 2 ; 7.0 ; 2.0 ; 8 ; 1 ; 0 ; 0.0 ; 1 ; 3.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::OrientableBlock ; 0 ; 2 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 30.0 ; 2.0 ; 7 ; 0 ; 0 ; 0.0 ; 1 ; 4.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::plugin::PluginHandler ; 14 ; 1 ; 2 ; 12 ; 78 ; 1 ; 7 ; 0 ; 89.0 ; 13.0 ; 30 ; 7 ; 0 ; 0.0 ; 11 ; 53.0 ; 30.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::refactoring::MovedTextFileChange ; 1 ; 1 ; 1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 22.0 ; 2.0 ; 0 ; 1 ; 0 ; 0.0 ; 2 ; 6.0 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::tests::macro::MacroIndex ; 2 ; 2 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 9.0 ; 2.0 ; 15 ; 0 ; 0 ; 0.0 ; 2 ; 5.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
