classname ; cbo ; dit ; fanIn ; fanOut ; lcom ; noc ; numberOfAttributes ; numberOfAttributesInherited ; numberOfLinesOfCode ; numberOfMethods ; numberOfMethodsInherited ; numberOfPrivateAttributes ; numberOfPrivateMethods ; numberOfPublicAttributes ; numberOfPublicMethods ; rfc ; wmc ; bugs ; nonTrivialBugs ; majorBugs ; criticalBugs ; highPriorityBugs ; 
org::eclipse::osgi::framework::log::FrameworkLogEntry ; 21 ; 1 ; 21 ; 0 ; 28 ; 0 ; 12 ; 0 ; 30.0 ; 8.0 ; 7 ; 7 ; 0 ; 0.0 ; 8 ; 8.0 ; 8.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
exporter::importer::Activator ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 7.0 ; 2.0 ; 9 ; 0 ; 0 ; 0.0 ; 2 ; 3.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::baseadaptor::DevClassLoadingHook ; 6 ; 1 ; 0 ; 6 ; 55 ; 0 ; 2 ; 0 ; 61.0 ; 11.0 ; 17 ; 0 ; 0 ; 0.0 ; 11 ; 27.0 ; 21.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::stats::ClassloaderStats ; 12 ; 1 ; 3 ; 10 ; 190 ; 0 ; 11 ; 0 ; 172.0 ; 20.0 ; 7 ; 10 ; 7 ; 1.0 ; 12 ; 102.0 ; 36.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::ClasspathManifest ; 10 ; 1 ; 1 ; 9 ; 15 ; 0 ; 4 ; 0 ; 47.0 ; 6.0 ; 10 ; 2 ; 1 ; 0.0 ; 5 ; 23.0 ; 15.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::StateHelperImpl ; 16 ; 1 ; 4 ; 13 ; 171 ; 0 ; 1 ; 3 ; 248.0 ; 19.0 ; 15 ; 1 ; 10 ; 0.0 ; 9 ; 171.0 ; 98.0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 
circularity::test::a::Activator ; 4 ; 1 ; 0 ; 4 ; 1 ; 0 ; 0 ; 0 ; 11.0 ; 2.0 ; 9 ; 0 ; 0 ; 0.0 ; 2 ; 11.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::osgi::framework::PackagePermission ; 7 ; 1 ; 1 ; 7 ; 45 ; 0 ; 9 ; 0 ; 76.0 ; 10.0 ; 33 ; 6 ; 3 ; 0.0 ; 5 ; 29.0 ; 22.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::StateWriter ; 34 ; 1 ; 1 ; 33 ; 435 ; 0 ; 2 ; 0 ; 501.0 ; 30.0 ; 7 ; 2 ; 27 ; 0.0 ; 2 ; 341.0 ; 119.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::FrameworkSecurityManager ; 7 ; 1 ; 3 ; 4 ; 21 ; 0 ; 1 ; 0 ; 121.0 ; 7.0 ; 12 ; 0 ; 1 ; 1.0 ; 5 ; 71.0 ; 29.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::BundleLocalizationImpl ; 2 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 3.0 ; 2.0 ; 8 ; 0 ; 0 ; 0.0 ; 2 ; 3.0 ; 1.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::module::PermissionChecker ; 10 ; 1 ; 2 ; 9 ; 1 ; 0 ; 3 ; 0 ; 48.0 ; 2.0 ; 7 ; 3 ; 0 ; 0.0 ; 2 ; 28.0 ; 18.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::SecurePermissionStorage ; 3 ; 1 ; 1 ; 2 ; 21 ; 0 ; 10 ; 0 ; 69.0 ; 7.0 ; 12 ; 10 ; 0 ; 0.0 ; 7 ; 23.0 ; 12.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::EclipseLogHook ; 16 ; 1 ; 0 ; 16 ; 66 ; 0 ; 2 ; 0 ; 81.0 ; 12.0 ; 17 ; 1 ; 2 ; 1.0 ; 10 ; 53.0 ; 18.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::SystemBundle ; 18 ; 3 ; 2 ; 17 ; 153 ; 0 ; 1 ; 18 ; 103.0 ; 18.0 ; 111 ; 0 ; 0 ; 1.0 ; 7 ; 44.0 ; 22.0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
chain::test::c::Activator ; 2 ; 1 ; 0 ; 2 ; 1 ; 0 ; 0 ; 0 ; 6.0 ; 2.0 ; 9 ; 0 ; 0 ; 0.0 ; 2 ; 8.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::PackageSource ; 6 ; 1 ; 5 ; 2 ; 66 ; 3 ; 1 ; 0 ; 39.0 ; 12.0 ; 10 ; 0 ; 0 ; 0.0 ; 12 ; 18.0 ; 15.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::ServiceRegistrationImpl ; 12 ; 1 ; 4 ; 10 ; 136 ; 0 ; 15 ; 0 ; 336.0 ; 17.0 ; 10 ; 10 ; 1 ; 5.0 ; 4 ; 79.0 ; 59.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::protocol::reference::ReferenceURLConnection ; 7 ; 1 ; 1 ; 6 ; 21 ; 0 ; 1 ; 2 ; 48.0 ; 7.0 ; 13 ; 0 ; 2 ; 0.0 ; 4 ; 27.0 ; 15.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::profile::DefaultProfileLogger ; 14 ; 1 ; 1 ; 13 ; 253 ; 0 ; 24 ; 0 ; 294.0 ; 23.0 ; 12 ; 2 ; 0 ; 0.0 ; 6 ; 122.0 ; 73.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::module::GenericCapability ; 4 ; 2 ; 2 ; 3 ; 6 ; 0 ; 1 ; 1 ; 13.0 ; 4.0 ; 16 ; 0 ; 0 ; 1.0 ; 3 ; 7.0 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::PolicyHandler ; 10 ; 1 ; 2 ; 9 ; 36 ; 0 ; 11 ; 0 ; 143.0 ; 9.0 ; 7 ; 9 ; 3 ; 2.0 ; 5 ; 66.0 ; 41.0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::ServiceUse ; 9 ; 1 ; 1 ; 8 ; 6 ; 0 ; 5 ; 0 ; 133.0 ; 4.0 ; 7 ; 5 ; 0 ; 0.0 ; 0 ; 48.0 ; 17.0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::BundleDeltaImpl ; 5 ; 2 ; 1 ; 4 ; 28 ; 0 ; 2 ; 9 ; 45.0 ; 8.0 ; 10 ; 2 ; 1 ; 0.0 ; 5 ; 26.0 ; 19.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::profile::Profile ; 9 ; 1 ; 4 ; 5 ; 28 ; 0 ; 21 ; 0 ; 92.0 ; 8.0 ; 7 ; 12 ; 1 ; 3.0 ; 7 ; 46.0 ; 26.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::URLConverterImpl ; 3 ; 1 ; 1 ; 2 ; 3 ; 0 ; 0 ; 0 ; 12.0 ; 3.0 ; 9 ; 0 ; 0 ; 0.0 ; 3 ; 7.0 ; 4.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::ContextFinder ; 6 ; 1 ; 1 ; 5 ; 45 ; 0 ; 4 ; 0 ; 108.0 ; 10.0 ; 24 ; 2 ; 4 ; 2.0 ; 3 ; 55.0 ; 36.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::baseadaptor::bundlefile::BundleFile ; 28 ; 1 ; 21 ; 8 ; 91 ; 5 ; 4 ; 0 ; 55.0 ; 14.0 ; 7 ; 1 ; 1 ; 0.0 ; 11 ; 39.0 ; 17.0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
legacy::lazystart::c::Activator ; 2 ; 1 ; 0 ; 2 ; 1 ; 0 ; 0 ; 0 ; 6.0 ; 2.0 ; 9 ; 0 ; 0 ; 0.0 ; 2 ; 8.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
chain::test::b::BChain ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0.0 ; 0.0 ; 7 ; 0 ; 0 ; 0.0 ; 0 ; 0.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
ext::extclasspath::a::importer::Activator ; 6 ; 1 ; 0 ; 6 ; 3 ; 0 ; 0 ; 0 ; 15.0 ; 3.0 ; 9 ; 0 ; 1 ; 0.0 ; 2 ; 14.0 ; 3.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::signedcontent::TrustEngineListener ; 17 ; 1 ; 3 ; 15 ; 36 ; 0 ; 3 ; 0 ; 130.0 ; 9.0 ; 7 ; 3 ; 3 ; 0.0 ; 3 ; 72.0 ; 35.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
substitutes::x::Ax ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0 ; 0.0 ; 7 ; 0 ; 0 ; 0.0 ; 0 ; 0.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::BaseDescriptionImpl ; 7 ; 1 ; 7 ; 0 ; 6 ; 4 ; 2 ; 0 ; 14.0 ; 4.0 ; 10 ; 2 ; 0 ; 0.0 ; 2 ; 4.0 ; 5.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::EclipseLazyStarter ; 24 ; 1 ; 0 ; 24 ; 171 ; 0 ; 7 ; 0 ; 196.0 ; 19.0 ; 22 ; 7 ; 4 ; 0.0 ; 15 ; 107.0 ; 65.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::adaptor::LocationManager ; 18 ; 1 ; 8 ; 10 ; 171 ; 0 ; 35 ; 0 ; 244.0 ; 19.0 ; 7 ; 14 ; 10 ; 0.0 ; 9 ; 149.0 ; 72.0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::signedcontent::PKCS7Processor ; 19 ; 1 ; 2 ; 18 ; 153 ; 0 ; 12 ; 28 ; 369.0 ; 18.0 ; 7 ; 11 ; 9 ; 1.0 ; 8 ; 147.0 ; 62.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::signedcontent::SignatureBlockProcessor ; 20 ; 1 ; 2 ; 19 ; 136 ; 0 ; 5 ; 28 ; 399.0 ; 17.0 ; 7 ; 5 ; 14 ; 0.0 ; 2 ; 171.0 ; 73.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::protocol::MultiplexingFactory ; 14 ; 1 ; 3 ; 11 ; 45 ; 2 ; 6 ; 0 ; 94.0 ; 10.0 ; 7 ; 3 ; 1 ; 0.0 ; 8 ; 72.0 ; 22.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::EclipseEnvironmentInfo ; 9 ; 1 ; 5 ; 4 ; 171 ; 0 ; 16 ; 0 ; 160.0 ; 19.0 ; 18 ; 13 ; 2 ; 3.0 ; 17 ; 66.0 ; 46.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::signedcontent::BundleInstallListener ; 6 ; 3 ; 1 ; 5 ; 1 ; 0 ; 0 ; 0 ; 19.0 ; 2.0 ; 15 ; 0 ; 0 ; 0.0 ; 2 ; 9.0 ; 5.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::Semaphore ; 6 ; 1 ; 4 ; 2 ; 6 ; 0 ; 1 ; 0 ; 28.0 ; 4.0 ; 7 ; 0 ; 0 ; 0.0 ; 4 ; 8.0 ; 7.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
osgi::lazystart::LazyExclude1 ; 2 ; 1 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 4.0 ; 1.0 ; 8 ; 0 ; 0 ; 0.0 ; 1 ; 3.0 ; 1.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
substitutes::x::Nx ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0 ; 0.0 ; 7 ; 0 ; 0 ; 0.0 ; 0 ; 0.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
osgi::lazystart::b::excluded::b::BBExcluded ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0 ; 1.0 ; 7 ; 0 ; 0 ; 0.0 ; 1 ; 1.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::equinox::launcher::WebStartMain ; 16 ; 2 ; 0 ; 16 ; 78 ; 0 ; 6 ; 29 ; 198.0 ; 13.0 ; 24 ; 6 ; 8 ; 0.0 ; 2 ; 118.0 ; 49.0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::LocationHelper ; 5 ; 1 ; 2 ; 3 ; 1 ; 0 ; 0 ; 0 ; 27.0 ; 2.0 ; 7 ; 0 ; 1 ; 0.0 ; 1 ; 18.0 ; 7.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::DefaultStartupMonitor ; 9 ; 1 ; 1 ; 8 ; 3 ; 0 ; 2 ; 0 ; 32.0 ; 3.0 ; 9 ; 2 ; 0 ; 0.0 ; 3 ; 16.0 ; 6.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::protocol::ContentHandlerFactory ; 18 ; 2 ; 2 ; 17 ; 15 ; 0 ; 7 ; 3 ; 107.0 ; 6.0 ; 24 ; 7 ; 0 ; 0.0 ; 6 ; 46.0 ; 23.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
osgi::lazystart::c::Activator ; 2 ; 1 ; 0 ; 2 ; 1 ; 0 ; 0 ; 0 ; 6.0 ; 2.0 ; 9 ; 0 ; 0 ; 0.0 ; 2 ; 8.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::BundleResourceHandler ; 15 ; 1 ; 1 ; 14 ; 78 ; 2 ; 4 ; 0 ; 210.0 ; 13.0 ; 17 ; 1 ; 0 ; 0.0 ; 2 ; 107.0 ; 67.0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::BundleHost ; 28 ; 2 ; 10 ; 22 ; 210 ; 1 ; 3 ; 16 ; 456.0 ; 21.0 ; 91 ; 1 ; 1 ; 0.0 ; 5 ; 174.0 ; 126.0 ; 7 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::BasicLocation ; 13 ; 1 ; 2 ; 11 ; 136 ; 0 ; 10 ; 5 ; 140.0 ; 17.0 ; 19 ; 8 ; 4 ; 1.0 ; 13 ; 69.0 ; 44.0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::GenericDescriptionImpl ; 7 ; 2 ; 4 ; 3 ; 28 ; 0 ; 3 ; 1 ; 30.0 ; 8.0 ; 19 ; 3 ; 0 ; 0.0 ; 5 ; 18.0 ; 10.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::FrameworkCommandProvider ; 46 ; 3 ; 1 ; 45 ; 2145 ; 0 ; 9 ; 0 ; 1434.0 ; 66.0 ; 16 ; 9 ; 6 ; 0.0 ; 54 ; 677.0 ; 288.0 ; 5 ; 0 ; 0 ; 0 ; 0 ; 
osgi::lazystart::LazyInclude1 ; 2 ; 1 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 4.0 ; 1.0 ; 8 ; 0 ; 0 ; 0.0 ; 1 ; 3.0 ; 1.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::FrameworkCommandInterpreter ; 16 ; 1 ; 1 ; 16 ; 171 ; 0 ; 10 ; 0 ; 289.0 ; 19.0 ; 14 ; 8 ; 7 ; 0.0 ; 10 ; 137.0 ; 64.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::baseadaptor::SystemBundleData ; 17 ; 2 ; 1 ; 17 ; 91 ; 0 ; 1 ; 9 ; 138.0 ; 14.0 ; 80 ; 1 ; 5 ; 0.0 ; 9 ; 58.0 ; 28.0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::baseadaptor::BundleUpdate ; 17 ; 1 ; 1 ; 17 ; 6 ; 0 ; 4 ; 0 ; 97.0 ; 4.0 ; 10 ; 4 ; 0 ; 0.0 ; 4 ; 72.0 ; 15.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::StateReader ; 23 ; 1 ; 3 ; 22 ; 630 ; 0 ; 16 ; 0 ; 596.0 ; 36.0 ; 7 ; 9 ; 29 ; 0.0 ; 3 ; 331.0 ; 146.0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::signedcontent::SignedBundleFile ; 12 ; 2 ; 4 ; 10 ; 190 ; 0 ; 3 ; 31 ; 124.0 ; 20.0 ; 27 ; 2 ; 1 ; 1.0 ; 14 ; 67.0 ; 52.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::ConditionalPermissionInfoImpl ; 16 ; 1 ; 4 ; 13 ; 55 ; 0 ; 11 ; 0 ; 182.0 ; 11.0 ; 18 ; 9 ; 1 ; 2.0 ; 6 ; 68.0 ; 48.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::signedcontent::SignedContentMessages ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 17 ; 3 ; 0.0 ; 0.0 ; 12 ; 3 ; 0 ; 14.0 ; 0 ; 0.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::eventmgr::EventListeners ; 10 ; 1 ; 6 ; 4 ; 15 ; 0 ; 5 ; 0 ; 88.0 ; 6.0 ; 7 ; 5 ; 1 ; 0.0 ; 4 ; 18.0 ; 22.0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
xfriends::test3::Activator ; 2 ; 1 ; 0 ; 2 ; 1 ; 0 ; 0 ; 0 ; 15.0 ; 2.0 ; 9 ; 0 ; 0 ; 0.0 ; 2 ; 10.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::util::NLS ; 26 ; 1 ; 11 ; 16 ; 28 ; 6 ; 7 ; 0 ; 214.0 ; 8.0 ; 7 ; 4 ; 3 ; 0.0 ; 2 ; 79.0 ; 48.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::debug::Debug ; 21 ; 1 ; 15 ; 6 ; 3 ; 0 ; 32 ; 0 ; 33.0 ; 3.0 ; 7 ; 0 ; 0 ; 16.0 ; 3 ; 18.0 ; 11.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::PackageAdminImpl ; 39 ; 1 ; 6 ; 37 ; 300 ; 0 ; 1 ; 1 ; 535.0 ; 25.0 ; 17 ; 0 ; 10 ; 0.0 ; 10 ; 268.0 ; 187.0 ; 7 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::baseadaptor::BaseHookConfigurator ; 4 ; 1 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 7.0 ; 1.0 ; 8 ; 0 ; 0 ; 0.0 ; 1 ; 7.0 ; 1.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::baseadaptor::bundlefile::ZipBundleFile ; 20 ; 2 ; 5 ; 17 ; 120 ; 0 ; 5 ; 3 ; 231.0 ; 16.0 ; 20 ; 1 ; 0 ; 0.0 ; 8 ; 138.0 ; 85.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
substitutes::y::By ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0 ; 0.0 ; 7 ; 0 ; 0 ; 0.0 ; 0 ; 0.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
substitutes::x::Lx ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0 ; 0.0 ; 7 ; 0 ; 0 ; 0.0 ; 0 ; 0.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
osgi::lazystart::b::excluded::a::BAExcluded ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0 ; 1.0 ; 7 ; 0 ; 0 ; 0.0 ; 1 ; 1.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::BundleLoader ; 39 ; 1 ; 13 ; 30 ; 1035 ; 1 ; 34 ; 0 ; 862.0 ; 46.0 ; 11 ; 23 ; 16 ; 3.0 ; 6 ; 350.0 ; 264.0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::ExportedPackageImpl ; 11 ; 1 ; 1 ; 10 ; 36 ; 0 ; 3 ; 0 ; 61.0 ; 9.0 ; 13 ; 3 ; 0 ; 0.0 ; 8 ; 36.0 ; 21.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::protocol::URLStreamHandlerProxy ; 11 ; 1 ; 1 ; 10 ; 120 ; 0 ; 7 ; 0 ; 110.0 ; 16.0 ; 19 ; 0 ; 2 ; 0.0 ; 5 ; 49.0 ; 31.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::osgi::framework::InvalidSyntaxException ; 1 ; 1 ; 1 ; 0 ; 6 ; 0 ; 3 ; 0 ; 14.0 ; 4.0 ; 18 ; 2 ; 0 ; 0.0 ; 4 ; 5.0 ; 4.0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::baseadaptor::loader::ClasspathManager ; 26 ; 1 ; 7 ; 19 ; 496 ; 0 ; 11 ; 0 ; 393.0 ; 32.0 ; 7 ; 11 ; 14 ; 0.0 ; 18 ; 196.0 ; 117.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::SystemBundleLoader ; 13 ; 2 ; 2 ; 12 ; 66 ; 0 ; 5 ; 11 ; 112.0 ; 12.0 ; 41 ; 4 ; 1 ; 0.0 ; 5 ; 58.0 ; 39.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::baseadaptor::AdaptorUtil ; 26 ; 1 ; 9 ; 17 ; 45 ; 0 ; 2 ; 0 ; 169.0 ; 10.0 ; 7 ; 0 ; 0 ; 0.0 ; 10 ; 72.0 ; 37.0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::util::SecureAction ; 28 ; 1 ; 14 ; 14 ; 171 ; 0 ; 2 ; 0 ; 200.0 ; 19.0 ; 7 ; 1 ; 0 ; 0.0 ; 18 ; 104.0 ; 28.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::protocol::reference::Handler ; 4 ; 1 ; 0 ; 4 ; 3 ; 0 ; 0 ; 0 ; 13.0 ; 3.0 ; 16 ; 0 ; 0 ; 0.0 ; 1 ; 8.0 ; 5.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::baseadaptor::loader::FragmentClasspath ; 7 ; 1 ; 2 ; 5 ; 10 ; 0 ; 3 ; 0 ; 23.0 ; 5.0 ; 7 ; 3 ; 0 ; 0.0 ; 5 ; 11.0 ; 6.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::AbstractBundle ; 57 ; 1 ; 32 ; 31 ; 1953 ; 2 ; 7 ; 9 ; 712.0 ; 63.0 ; 30 ; 0 ; 2 ; 0.0 ; 27 ; 295.0 ; 142.0 ; 10 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::reliablefile::ReliableFileInputStream ; 2 ; 1 ; 0 ; 2 ; 28 ; 0 ; 4 ; 0 ; 54.0 ; 8.0 ; 26 ; 4 ; 1 ; 0.0 ; 7 ; 16.0 ; 14.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
host::multiple::exports::onlyone::PublicClass1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0 ; 0.0 ; 7 ; 0 ; 0 ; 0.0 ; 0 ; 0.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
substitutes::z::Ez ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0 ; 0.0 ; 7 ; 0 ; 0 ; 0.0 ; 0 ; 0.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
substitutes::x::Jx ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0 ; 0.0 ; 7 ; 0 ; 0 ; 0.0 ; 0 ; 0.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::baseadaptor::BundleInstall ; 17 ; 1 ; 1 ; 17 ; 6 ; 0 ; 3 ; 0 ; 89.0 ; 4.0 ; 10 ; 3 ; 0 ; 0.0 ; 4 ; 59.0 ; 18.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
nativetest::a2::Activator ; 4 ; 1 ; 0 ; 4 ; 1 ; 0 ; 0 ; 0 ; 9.0 ; 2.0 ; 9 ; 0 ; 0 ; 0.0 ; 2 ; 8.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::BundleCombinedPermissions ; 7 ; 2 ; 2 ; 5 ; 36 ; 0 ; 7 ; 0 ; 63.0 ; 9.0 ; 20 ; 7 ; 0 ; 0.0 ; 4 ; 22.0 ; 22.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::tests::appadmin::FailedApp ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 6.0 ; 2.0 ; 7 ; 0 ; 0 ; 0.0 ; 2 ; 3.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
client2::multiple::exports::Activator ; 2 ; 1 ; 0 ; 2 ; 1 ; 0 ; 0 ; 0 ; 26.0 ; 2.0 ; 9 ; 0 ; 0 ; 0.0 ; 2 ; 18.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
