classname ; CvsEntropy ; CvsWEntropy ; CvsLinEntropy ; CvsLogEntropy ; CvsExpEntropy ; 
org::eclipse::osgi::framework::internal::protocol::URLStreamHandlerSetter ; 3.36934 ; 0.0233368 ; 0.00504088 ; 0.0799243 ; 8.04404e-4 ; 
org::eclipse::osgi::framework::internal::core::SingleSourcePackage ; 6.16292 ; 0.0324196 ; 0.0138021 ; 0.158311 ; 0.0219184 ; 
org::osgi::framework::FrameworkUtil ; 5.15419 ; 0.114107 ; 0.0105398 ; 0.1318 ; 0.00655156 ; 
org::eclipse::osgi::framework::internal::core::ManifestLocalization ; 6.72772 ; 0.124285 ; 0.0391495 ; 0.226623 ; 0.0687957 ; 
org::eclipse::core::runtime::internal::adaptor::EclipseAdaptorHook ; 6.31789 ; 0.227813 ; 0.0406183 ; 0.219534 ; 0.124534 ; 
org::eclipse::osgi::framework::internal::core::Constants ; 16.069 ; 0.131181 ; 0.0416158 ; 0.419616 ; 0.0889745 ; 
org::osgi::service::condpermadmin::BundleLocationCondition ; 6.88373 ; 0.159463 ; 0.00971829 ; 0.160984 ; 0.00161592 ; 
org::eclipse::osgi::internal::service::security::DefaultAuthorizationEngine ; 4.27896 ; 0.189308 ; 0.0628312 ; 0.22498 ; 0.215324 ; 
org::eclipse::osgi::internal::signedcontent::SignedStorageHook ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::FrameworkConsole ; 17.6953 ; 1.0227 ; 0.0736928 ; 0.532231 ; 0.199519 ; 
org::eclipse::osgi::framework::internal::protocol::ContentHandlerProxy ; 6.60072 ; 0.163109 ; 0.0205964 ; 0.179821 ; 0.0554315 ; 
org::eclipse::osgi::internal::resolver::ResolverErrorImpl ; 6.22082 ; 0.0783869 ; 0.0179558 ; 0.171417 ; 0.038027 ; 
substitutes::y::Ky ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::osgi::framework::AdminPermission ; 13.805 ; 0.995158 ; 0.0321697 ; 0.354113 ; 0.0592982 ; 
org::eclipse::osgi::internal::signedcontent::SignerInfoImpl ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::launcher::Main ; 1.69869 ; 0.0601907 ; 0.00529719 ; 0.0489429 ; 0.00777886 ; 
org::eclipse::osgi::baseadaptor::BaseData ; 8.65833 ; 0.221717 ; 0.0179208 ; 0.222256 ; 0.0117623 ; 
osgi::lazystart::b::Activator ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::adaptor::BundleProtectionDomain ; 6.55322 ; 0.036488 ; 0.00770707 ; 0.147474 ; 1.55169e-4 ; 
org::eclipse::osgi::framework::adaptor::FilePath ; 2.75305 ; 0.0091516 ; 0.0155124 ; 0.0911691 ; 0.0548736 ; 
org::eclipse::osgi::internal::baseadaptor::DevClassPathHelper ; 1.5526 ; 0.0184215 ; 0.0024648 ; 0.0374733 ; 3.1645e-4 ; 
osgi::lazystart::LazyExclude2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::baseadaptor::BaseAdaptor ; 5.08544 ; 0.137283 ; 0.00968362 ; 0.127419 ; 0.00680595 ; 
org::eclipse::osgi::internal::resolver::ImportPackageSpecificationImpl ; 12.9885 ; 0.17406 ; 0.0360633 ; 0.344082 ; 0.0845679 ; 
org::eclipse::osgi::framework::internal::core::FilteredSourcePackage ; 6.16292 ; 0.0373794 ; 0.0138021 ; 0.158311 ; 0.0219184 ; 
org::eclipse::osgi::internal::resolver::NativeCodeSpecificationImpl ; 3.68818 ; 0.1925 ; 0.0244717 ; 0.135548 ; 0.0883042 ; 
org::osgi::framework::BundleEvent ; 8.82648 ; 0.214961 ; 0.0151456 ; 0.215315 ; 0.00731411 ; 
org::eclipse::osgi::internal::baseadaptor::BundleUninstall ; 1.5526 ; 0.0107065 ; 0.0024648 ; 0.0374733 ; 3.1645e-4 ; 
org::eclipse::osgi::internal::resolver::NativeCodeDescriptionImpl ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::baseadaptor::BaseStorage ; 20.3646 ; 0.844937 ; 0.0870271 ; 0.625331 ; 0.222811 ; 
org::eclipse::osgi::framework::internal::protocol::bundleresource::Handler ; 6.22636 ; 0.0292961 ; 0.0105656 ; 0.151156 ; 0.00678987 ; 
org::osgi::framework::Version ; 6.87477 ; 0.0971116 ; 0.0113859 ; 0.16624 ; 0.00529384 ; 
xfriends::test2::Activator ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::storagemanager::ManagedOutputStream ; 3.24068 ; 0.00937033 ; 0.0219768 ; 0.113162 ; 0.0645705 ; 
org::eclipse::osgi::baseadaptor::loader::ClasspathEntry ; 4.04276 ; 0.0334094 ; 0.00680523 ; 0.0989508 ; 0.0012324 ; 
org::eclipse::osgi::framework::internal::core::Util ; 3.36934 ; 0.0233368 ; 0.00504088 ; 0.0799243 ; 8.04404e-4 ; 
osgi::lazystart::LazyInclude2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
chain::test::a::AChain ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::ReadOnlyState ; 16.3188 ; 0.123923 ; 0.0443781 ; 0.435704 ; 0.0966744 ; 
substitutes::y::Iy ; 0 ; 0 ; 0 ; 0 ; 0 ; 
client1::multiple::exports::Activator ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::module::ResolverImport ; 6.42741 ; 0.120058 ; 0.00924943 ; 0.150411 ; 0.00321324 ; 
org::eclipse::osgi::framework::internal::protocol::NullURLStreamHandlerService ; 3.36934 ; 0.0233368 ; 0.00504088 ; 0.0799243 ; 8.04404e-4 ; 
org::eclipse::osgi::framework::internal::core::FilteredServiceListener ; 4.65896 ; 0.159571 ; 0.0184419 ; 0.136297 ; 0.0560989 ; 
org::eclipse::core::runtime::adaptor::EclipseLog ; 14.3621 ; 0.540803 ; 0.0437173 ; 0.390746 ; 0.104634 ; 
org::eclipse::osgi::internal::baseadaptor::StateManager ; 5.64169 ; 0.0966717 ; 0.0156634 ; 0.1548 ; 0.0276204 ; 
org::eclipse::osgi::baseadaptor::HookRegistry ; 5.67634 ; 0.12793 ; 0.0214375 ; 0.167018 ; 0.057939 ; 
org::eclipse::osgi::service::security::TrustEngine ; 2.28372 ; 0.00948452 ; 0.0319338 ; 0.116063 ; 0.118884 ; 
org::eclipse::osgi::framework::internal::core::BundleLoaderProxy ; 17.541 ; 0.243089 ; 0.0484294 ; 0.472579 ; 0.100283 ; 
org::eclipse::osgi::util::ManifestElement ; 9.68165 ; 0.311328 ; 0.0129467 ; 0.224078 ; 9.18523e-4 ; 
org::eclipse::osgi::framework::internal::core::RegisteredPolicy ; 4.27148 ; 0.104025 ; 0.00837626 ; 0.108468 ; 0.00348376 ; 
org::eclipse::osgi::framework::eventmgr::ListenerQueue ; 6.81721 ; 0.0312508 ; 0.0212244 ; 0.186142 ; 0.0556459 ; 
org::eclipse::core::runtime::internal::adaptor::EclipseStorageHook ; 7.23456 ; 0.301141 ; 0.0253898 ; 0.208509 ; 0.0609208 ; 
org::osgi::service::url::AbstractURLStreamHandlerService ; 4.35837 ; 0.0823365 ; 0.00641311 ; 0.102749 ; 0.00147895 ; 
org::eclipse::osgi::framework::internal::core::OSGi ; 6.12239 ; 0.0462415 ; 0.0205532 ; 0.171093 ; 0.055678 ; 
test1::Activator ; 0 ; 0 ; 0 ; 0 ; 0 ; 
nativetest::a1::Activator ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::signedcontent::SignedContentFile ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::equinox::launcher::JNIBridge ; 4.53581 ; 0.157968 ; 0.0152032 ; 0.133315 ; 0.0264943 ; 
org::eclipse::core::runtime::internal::adaptor::MessageHelper ; 0 ; 0 ; 0 ; 0 ; 0 ; 
substitutes::x::Bx ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::ConditionalPermissions ; 9.10093 ; 0.0808095 ; 0.0114799 ; 0.208031 ; 4.15436e-4 ; 
legacy::lazystart::c::excluded::b::CBExcluded ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::module::GenericConstraint ; 1.03146 ; 0.0029311 ; 0.00484775 ; 0.0337279 ; 0.0135787 ; 
org::eclipse::osgi::framework::internal::core::NullPackageSource ; 7.55094 ; 0.0319402 ; 0.0225399 ; 0.204387 ; 0.0559117 ; 
org::eclipse::osgi::internal::resolver::StateImpl ; 30.7015 ; 1.00321 ; 0.0822609 ; 0.824092 ; 0.156827 ; 
org::eclipse::osgi::internal::service::security::KeyStoreTrustEngine ; 2.95723 ; 0.38182 ; 0.051926 ; 0.178434 ; 0.15454 ; 
org::osgi::service::condpermadmin::BundleSignerCondition ; 7.35911 ; 0.141696 ; 0.0103033 ; 0.171798 ; 0.00162962 ; 
chain::test::a::Activator ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::BundleFragment ; 9.22487 ; 0.0576901 ; 0.026098 ; 0.246306 ; 0.062634 ; 
org::eclipse::osgi::framework::internal::core::BundleURLConnection ; 4.83075 ; 0.0157717 ; 0.00772207 ; 0.116694 ; 0.00119813 ; 
org::eclipse::osgi::framework::internal::protocol::StreamHandlerFactory ; 14.9282 ; 0.225884 ; 0.0229742 ; 0.356326 ; 0.00496911 ; 
org::eclipse::osgi::framework::internal::protocol::MultiplexingContentHandler ; 1.27192 ; 0.00403564 ; 0.00217381 ; 0.0312557 ; 4.04701e-4 ; 
org::eclipse::osgi::framework::internal::core::ParentPolicy ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::Tokenizer ; 1.80545 ; 0.0204604 ; 0.00325359 ; 0.0449517 ; 7.76991e-4 ; 
org::eclipse::osgi::framework::eventmgr::ListElement ; 1.56389 ; 0.00383528 ; 0.00178729 ; 0.0349726 ; 2.74126e-5 ; 
org::eclipse::osgi::framework::eventmgr::EventManager ; 9.77668 ; 0.554407 ; 0.0382825 ; 0.286879 ; 0.090257 ; 
legacy::lazystart::a::Activator ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::baseadaptor::AdaptorMsg ; 6.45874 ; 0.0565293 ; 0.0225648 ; 0.184811 ; 0.0568101 ; 
thread::locktest::Activator ; 0 ; 0 ; 0 ; 0 ; 0 ; 
legacy::lazystart::FalseExceptionLegacy1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
legacy::lazystart::c::excluded::a::CAExcluded ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::protocol::bundleentry::Handler ; 6.22636 ; 0.0278593 ; 0.0105656 ; 0.151156 ; 0.00678987 ; 
org::eclipse::core::runtime::internal::adaptor::CachedManifest ; 6.36008 ; 0.0712038 ; 0.0227025 ; 0.183285 ; 0.0577018 ; 
org::eclipse::osgi::signedcontent::InvalidContentException ; 2.28372 ; 0.00392771 ; 0.0319338 ; 0.116063 ; 0.118884 ; 
org::eclipse::osgi::framework::internal::core::FilterImpl ; 13.1284 ; 0.826728 ; 0.0339478 ; 0.34585 ; 0.0665159 ; 
org::eclipse::osgi::internal::resolver::ExportPackageDescriptionImpl ; 8.36608 ; 0.102978 ; 0.0227564 ; 0.219957 ; 0.055373 ; 
host::multiple::exports::PublicClass1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::provisional::service::security::AuthorizationEngine ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::signedcontent::DigestedInputStream ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::StateBuilder ; 19.6679 ; 0.519229 ; 0.0441851 ; 0.49991 ; 0.0799019 ; 
org::eclipse::core::runtime::internal::stats::ClassStats ; 1.80545 ; 0.0204604 ; 0.00325359 ; 0.0449517 ; 7.76991e-4 ; 
host::multiple::exports::PrivateClass1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::BundleSpecificationImpl ; 5.0342 ; 0.00963243 ; 0.0180945 ; 0.142066 ; 0.0549145 ; 
org::eclipse::osgi::framework::internal::core::ConditionalPermissionAdminImpl ; 9.696 ; 0.116132 ; 0.0238797 ; 0.248248 ; 0.0550928 ; 
org::eclipse::osgi::framework::internal::core::ReferenceInputStream ; 1.80545 ; 0.0204604 ; 0.00325359 ; 0.0449517 ; 7.76991e-4 ; 
osgi::lazystart::a::Activator ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::signedcontent::DNChainMatching ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::EclipseAdaptorMsg ; 4.65956 ; 0.0539882 ; 0.00845993 ; 0.116139 ; 0.00234209 ; 
org::eclipse::osgi::internal::baseadaptor::BaseClassLoadingHook ; 5.27095 ; 0.142542 ; 0.0113961 ; 0.136117 ; 0.0114544 ; 
org::eclipse::osgi::baseadaptor::bundlefile::NestedDirBundleFile ; 4.04276 ; 0.043797 ; 0.00680523 ; 0.0989508 ; 0.0012324 ; 
org::eclipse::osgi::framework::launcher::Launcher ; 13.0076 ; 0.0781821 ; 0.0324477 ; 0.339456 ; 0.0615245 ; 
org::eclipse::osgi::framework::internal::core::ServiceReferenceImpl ; 7.69165 ; 0.106124 ; 0.0239633 ; 0.211378 ; 0.0592241 ; 
org::eclipse::osgi::baseadaptor::bundlefile::FileBundleEntry ; 4.04276 ; 0.0455289 ; 0.00680523 ; 0.0989508 ; 0.0012324 ; 
fragment::test::attach::host::a::Activator ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::osgi::util::tracker::ServiceTracker ; 11.9562 ; 1.00427 ; 0.0219224 ; 0.296961 ; 0.0111818 ; 
org::eclipse::osgi::framework::internal::core::BundleRepository ; 9.88616 ; 0.043017 ; 0.0276469 ; 0.265308 ; 0.059076 ; 
org::eclipse::osgi::internal::module::ResolverBundle ; 26.2611 ; 0.97837 ; 0.0789285 ; 0.721127 ; 0.170939 ; 
substitutes::x::Mx ; 0 ; 0 ; 0 ; 0 ; 0 ; 
substitutes::q::BFq ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::baseadaptor::BaseStorageHook ; 14.9649 ; 0.434833 ; 0.0516045 ; 0.43534 ; 0.112682 ; 
