@relation 'china3-weka.filters.unsupervised.attribute.Remove-R1,11-14,17,20'

@attribute AFP numeric
@attribute Input numeric
@attribute Output numeric
@attribute Enquiry numeric
@attribute File numeric
@attribute Interface numeric
@attribute Added numeric
@attribute Changed numeric
@attribute Deleted numeric
@attribute Resource {1,2,3,4}
@attribute Duration numeric
@attribute DevType {NewDev,Maint}
@attribute AdjFactor numeric
@attribute Effort numeric

@data
148,12,49,36,28,15,140,0,0,1,3,NewDev,1.057143,3437
474,71,24,343,21,15,41,433,0,1,6,Maint,1,1829
77,24,18,21,14,0,18,59,0,1,10,Maint,1,408
213,105,67,41,0,0,52,161,0,1,2.5,Maint,1,801
175,22,53,0,100,0,59,116,0,2,7,Maint,1,597
360,122,98,54,62,0,336,0,0,1,18,NewDev,1.071429,763
331,84,0,12,0,284,156,96,128,2,5,Maint,0.871053,1238
285,48,187,15,35,25,310,0,0,2,7,NewDev,0.919355,1249
187,72,32,10,44,5,4,159,0,2,3,Maint,1.147239,13752
502,120,32,89,83,120,444,0,0,1,14,NewDev,1.130631,9296
303,0,266,0,0,25,0,291,0,1,1,Maint,1.041237,329
174,105,83,0,0,5,98,35,60,2,17,Maint,0.901554,3088
44,14,0,16,17,5,49,3,0,4,2,Maint,0.846154,380
387,88,221,37,34,0,18,362,0,1,7,Maint,1.018421,2333
406,18,374,27,0,0,21,398,0,2,19,Maint,0.968974,2109
496,198,109,67,90,60,524,0,0,2,14,NewDev,0.946565,10080
116,34,38,4,30,0,33,73,0,1,2,Maint,1.09434,553
53,17,17,0,24,5,63,0,0,2,16,NewDev,0.84127,354
209,42,145,10,43,0,225,15,0,1,2.5,Maint,0.870833,190
903,336,134,158,148,100,387,303,186,1,11,Maint,1.030822,5482
469,71,170,15,67,96,419,0,0,1,11,NewDev,1.119332,3191
1894,187,1241,143,156,10,966,696,75,2,12,Maint,1.090386,3986
215,108,0,94,7,0,76,133,0,1,7,Maint,1.028708,560
82,38,9,20,14,0,29,52,0,1,2,Maint,1.012346,80
1694,391,469,385,210,85,1540,0,0,1,16,NewDev,1.1,7816
81,24,22,20,10,0,64,4,8,1,5,Maint,1.065789,2002
297,150,7,132,0,0,13,264,12,1,6,Maint,1.027682,1557
280,161,91,0,10,0,262,0,0,4,7,NewDev,1.068702,1417
56,19,5,16,10,0,29,21,0,1,5,Maint,1.12,1246
492,114,97,157,49,75,248,244,0,1,11,Maint,1,4158
426,127,122,54,87,20,31,352,27,1,2,Maint,1.039024,646
499,262,42,60,90,0,155,299,0,1,10,Maint,1.099119,2310
60,9,32,12,7,0,60,0,0,1,5,NewDev,1,992
362,152,68,41,72,15,348,0,0,1,6,NewDev,1.04023,7091
363,169,23,115,42,0,82,267,0,1,5,Maint,1.040115,3431
53,24,0,24,0,0,0,48,0,1,3,Maint,1.104167,1007
17518,9404,1221,0,2955,0,13580,0,0,1,14,NewDev,1.289985,54620
199,82,92,13,10,0,20,100,77,1,2,Maint,1.010152,871
2171,534,319,323,87,0,209,984,70,1,8,Maint,1.718923,19699
220,90,19,64,39,0,12,200,0,1,4,Maint,1.037736,1930
1355,535,428,58,224,10,1255,0,0,1,26,NewDev,1.079681,7505
374,170,4,88,126,10,398,0,0,1,2,NewDev,0.939698,300
62,51,0,0,10,5,66,0,0,1,3,NewDev,0.939394,349
311,11,217,3,36,57,324,0,0,1,6,NewDev,0.959877,2038
132,32,15,13,31,45,136,0,0,1,6,NewDev,0.970588,601
135,60,17,0,70,0,0,147,0,2,15,Maint,0.918367,667
79,16,34,0,28,10,81,7,0,1,5,Maint,0.897727,3585
155,75,28,10,29,0,14,128,0,1,4,Maint,1.091549,1916
965,433,234,148,245,0,1060,0,0,1,30,NewDev,0.910377,3655
296,27,166,48,21,50,312,0,0,2,10,NewDev,0.948718,5432
56,3,19,10,24,0,56,0,0,2,3,NewDev,1,170
206,88,23,31,35,0,73,104,0,1,8,Maint,1.163842,1823
651,104,385,16,49,27,581,0,0,1,4,NewDev,1.120482,3612
2323,804,332,0,947,240,636,1552,135,2,6,Maint,1,3981
146,46,0,50,41,0,44,93,0,1,6,Maint,1.065693,1984
284,49,83,75,51,5,80,183,0,1,5,Maint,1.079848,3646
249,47,26,80,84,0,237,0,0,2,9,NewDev,1.050633,3800
32,4,7,0,0,30,41,0,0,1,3,NewDev,0.780488,498
1908,401,1216,155,107,10,1889,0,0,3,48,NewDev,1.010058,27000
253,56,149,0,24,24,76,177,0,1,7,Maint,1,1694
184,53,21,43,38,15,170,0,0,2,4,NewDev,1.082353,2952
76,60,12,0,0,0,0,72,0,1,1,Maint,1.055556,374
276,108,5,75,56,0,177,53,14,1,4,Maint,1.131148,300
3471,1327,257,534,995,42,3155,0,0,4,17,NewDev,1.100158,7575
380,67,103,77,98,20,365,0,0,1,9,NewDev,1.041096,3322
155,18,0,69,14,47,148,0,0,1,8,NewDev,1.047297,5196
327,64,142,21,0,100,327,0,0,2,16,NewDev,1,2566
193,82,80,50,14,0,41,182,3,1,5,Maint,0.853982,1686
1108,279,20,314,273,30,916,0,0,1,6,NewDev,1.209607,25054
363,168,10,92,77,5,0,352,0,1,10,Maint,1.03125,117
249,144,104,6,14,0,268,0,0,1,3,NewDev,0.929104,500
769,265,195,235,52,0,178,557,12,1,8,Maint,1.029451,12551
137,54,42,30,7,0,97,36,0,1,3,Maint,1.030075,399
579,215,81,109,112,0,517,0,0,1,7,NewDev,1.119923,784
133,39,0,41,24,20,124,0,0,2,6,NewDev,1.072581,2112
78,7,34,6,21,0,22,46,0,2,3,Maint,1.147059,600
101,12,31,3,50,0,65,28,3,1,1.5,Maint,1.052083,450
1222,503,333,173,150,5,1164,0,0,1,20,NewDev,1.049828,5800
1093,486,277,126,147,5,788,253,0,2,7,Maint,1.049952,2565
222,41,57,0,99,25,222,0,0,2,4,NewDev,1,2385
2067,1056,658,45,303,5,1510,557,0,2,21,Maint,1,10398
175,65,31,22,38,0,141,15,0,1,10,Maint,1.121795,3434
230,180,12,41,14,0,247,0,0,1,3,NewDev,0.931174,400
104,32,5,40,28,10,115,0,0,4,2,NewDev,0.904348,338
177,24,79,6,42,60,211,0,0,2,17,NewDev,0.838863,2835
62,33,0,12,10,0,22,33,0,1,2,Maint,1.127273,594
487,146,238,53,24,12,45,428,0,1,6,Maint,1.029598,1017
177,40,12,27,38,60,177,0,0,1,8,NewDev,1,789
105,34,66,10,37,15,162,0,0,1,3,NewDev,0.648148,774
140,43,68,3,57,0,171,0,0,4,1.5,NewDev,0.818713,640
230,81,49,37,58,0,225,0,0,1,4,NewDev,1.022222,500
236,102,84,52,0,0,238,0,0,1,10,NewDev,0.991597,601
846,322,56,112,234,5,729,0,0,1,13,NewDev,1.160494,16179
139,18,21,30,70,0,139,0,0,2,6,NewDev,1,2446
51,12,27,0,0,7,7,39,0,1,3,Maint,1.108696,338
195,57,32,12,140,0,241,0,0,1,9,NewDev,0.809129,1786
51,32,0,16,7,0,0,55,0,1,3,Maint,0.927273,899
1106,410,267,108,152,25,962,0,0,2,20,NewDev,1.149688,16560
99,13,32,3,42,5,95,0,0,1,4,NewDev,1.042105,526
56,24,0,9,14,0,47,0,0,2,6,NewDev,1.191489,440
213,123,91,28,0,0,36,206,0,1,7,Maint,0.880165,2185
