classname ; CvsEntropy ; CvsWEntropy ; CvsLinEntropy ; CvsLogEntropy ; CvsExpEntropy ; 
org::apache::lucene::misc::SweetSpotSimilarity ; 3.87029 ; 0.0169838 ; 0.00802606 ; 0.0996214 ; 0.00430382 ; 
org::apache::lucene::store::db::DbLock ; 1.43177 ; 0.0129918 ; 0.00146826 ; 0.0312605 ; 9.22005e-6 ; 
org::tartarus::snowball::ext::FrenchStemmer ; 1.35264 ; 8.32763e-4 ; 0.0350566 ; 0.101164 ; 0.0995792 ; 
org::apache::lucene::search::ConstantScoreQuery ; 11.1794 ; 0.312273 ; 0.0749912 ; 0.406381 ; 0.13632 ; 
org::apache::lucene::store::LockReleaseFailedException ; 1.33267 ; 0.0015355 ; 0.00544545 ; 0.0416711 ; 0.0127467 ; 
org::apache::lucene::analysis::de::GermanStemmer ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::MultiReader ; 19.4587 ; 0.539004 ; 0.101951 ; 0.639779 ; 0.189407 ; 
org::apache::lucene::queryParser::surround::query::DistanceQuery ; 2.67407 ; 0.00818132 ; 0.00445684 ; 0.0650567 ; 0.00118519 ; 
org::apache::lucene::search::ConstantScoreRangeQuery ; 7.46875 ; 0.133534 ; 0.0637048 ; 0.301838 ; 0.11397 ; 
org::apache::lucene::analysis::TeeTokenFilter ; 4.01909 ; 0.0136504 ; 0.089419 ; 0.28374 ; 0.221425 ; 
org::apache::lucene::util::cache::Cache ; 1.26735 ; 0.00139584 ; 0.0120944 ; 0.0539188 ; 0.0490618 ; 
org::apache::lucene::search::TermsFilter ; 6.54006 ; 0.0654453 ; 0.106414 ; 3.45598 ; 0.207561 ; 
org::apache::lucene::store::IndexInput ; 4.67638 ; 0.0430511 ; 0.0145387 ; 0.132192 ; 0.0296045 ; 
org::apache::lucene::index::MockIndexInput ; 1.64243 ; 0.00391152 ; 0.00325183 ; 0.0418737 ; 0.00116335 ; 
org::apache::lucene::search::Collector ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::queryParser::precedence::PrecedenceQueryParser ; 2.52248 ; 0.0552345 ; 0.00271246 ; 0.0556502 ; 2.57592e-5 ; 
org::apache::lucene::index::TermEnum ; 1.64243 ; 0.00391152 ; 0.00325183 ; 0.0418737 ; 0.00116335 ; 
org::apache::lucene::store::MockRAMInputStream ; 3.57285 ; 0.0271034 ; 0.0130631 ; 0.107049 ; 0.0287692 ; 
org::apache::lucene::wikipedia::analysis::WikipediaTokenizerImpl ; 3.50218 ; 0.318565 ; 0.0204668 ; 0.123094 ; 0.0692717 ; 
org::apache::lucene::util::OpenBitSetIterator ; 1.17515 ; 6.69115e-4 ; 0.00634538 ; 0.0402517 ; 0.0203787 ; 
org::apache::lucene::search::DefaultSimilarity ; 1.64243 ; 0.00391152 ; 0.00325183 ; 0.0418737 ; 0.00116335 ; 
org::apache::lucene::index::InvertedDocConsumer ; 0.792859 ; 5.1848e-4 ; 0.0122672 ; 0.0424562 ; 0.0457934 ; 
org::apache::lucene::analysis::ngram::NGramTokenFilter ; 4.10317 ; 0.00931366 ; 0.0869614 ; 0.279074 ; 0.208732 ; 
org::apache::lucene::search::MultiSearcher ; 10.1352 ; 0.344828 ; 0.0170192 ; 0.246347 ; 0.00643703 ; 
org::apache::lucene::queryParser::surround::query::SrndQuery ; 4.06683 ; 0.0283464 ; 0.00627614 ; 0.0971617 ; 0.00125813 ; 
org::apache::lucene::analysis::compound::hyphenation::HyphenationTree ; 1.18716 ; 0.00167713 ; 0.0103756 ; 0.0486875 ; 0.0417474 ; 
org::apache::lucene::index::StoredFieldsWriterPerThread ; 0.792859 ; 5.1848e-4 ; 0.0122672 ; 0.0424562 ; 0.0457934 ; 
org::apache::lucene::search::function::ByteFieldSource ; 2.69823 ; 0.00414041 ; 0.00980001 ; 0.0811239 ; 0.0200228 ; 
org::apache::lucene::queryParser::surround::query::OrQuery ; 2.67407 ; 0.00818132 ; 0.00445684 ; 0.0650567 ; 0.00118519 ; 
org::apache::lucene::search::SpanFilterResult ; 2.35 ; 0.00932962 ; 0.00996333 ; 0.0740046 ; 0.0254293 ; 
org::apache::lucene::analysis::ar::ArabicStemFilter ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::LogByteSizeMergePolicy ; 1.91372 ; 0.0360644 ; 0.00701735 ; 0.0578775 ; 0.0138548 ; 
org::apache::lucene::util::ArrayUtil ; 2.2048 ; 0.00969473 ; 0.0438039 ; 0.136638 ; 0.145088 ; 
org::apache::lucene::queryParser::surround::query::SrndPrefixQuery ; 4.06683 ; 0.0122143 ; 0.00627614 ; 0.0971617 ; 0.00125813 ; 
org::apache::lucene::index::LogMergePolicy ; 5.94911 ; 0.118996 ; 0.0281536 ; 0.194325 ; 0.079638 ; 
org::apache::lucene::queryParser::analyzing::AnalyzingQueryParser ; 7.34144 ; 0.0485354 ; 0.0965588 ; 0.36946 ; 0.227756 ; 
org::apache::lucene::search::spans::SpanFirstQuery ; 7.83578 ; 0.196659 ; 0.0412861 ; 0.247252 ; 0.10083 ; 
org::apache::lucene::index::GCJSegmentReader ; 1.64243 ; 0.00391152 ; 0.00325183 ; 0.0418737 ; 0.00116335 ; 
org::apache::lucene::benchmark::byTask::tasks::AddDocTask ; 5.6765 ; 0.0415052 ; 0.0148701 ; 0.155688 ; 0.0145571 ; 
org::apache::lucene::index::TermVectorsReader ; 17.9349 ; 0.492822 ; 0.0944703 ; 0.591047 ; 0.254187 ; 
org::apache::lucene::benchmark::byTask::tasks::ReportTask ; 3.28866 ; 0.0279689 ; 0.00774168 ; 0.0876976 ; 0.00527147 ; 
org::apache::lucene::search::RemoteSearchable ; 7.96475 ; 0.106482 ; 0.0132445 ; 0.193443 ; 0.00417724 ; 
org::apache::lucene::swing::models::BaseListModel ; 2.55041 ; 0.0136351 ; 0.0533105 ; 0.174739 ; 0.10691 ; 
org::apache::lucene::index::ConcurrentMergeScheduler ; 10.9738 ; 0.24706 ; 0.144352 ; 3.63831 ; 0.320737 ; 
org::apache::lucene::document::SetBasedFieldSelector ; 2.29636 ; 0.0275083 ; 0.0137681 ; 0.0789014 ; 0.0493051 ; 
org::apache::lucene::analysis::de::GermanStemFilter ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::xmlparser::builders::ConstantScoreQueryBuilder ; 2.99495 ; 0.0323951 ; 0.00530023 ; 0.0740352 ; 0.00168471 ; 
org::apache::lucene::index::SegmentMerger ; 28.939 ; 0.782803 ; 0.155437 ; 0.956831 ; 0.363135 ; 
org::apache::lucene::benchmark::utils::ExtractReuters ; 3.09513 ; 9.31311e-4 ; 0.00675431 ; 0.080868 ; 0.00370199 ; 
org::apache::lucene::util::PriorityQueue ; 2.94062 ; 0.0416879 ; 0.00928649 ; 0.0841712 ; 0.0178567 ; 
org::apache::lucene::benchmark::byTask::tasks::ResetInputsTask ; 2.58836 ; 0.0150411 ; 0.00607429 ; 0.0689624 ; 0.00411087 ; 
org::apache::lucene::index::TermVectorEntryFreqSortedComparator ; 1.17486 ; 9.65682e-4 ; 0.00361796 ; 0.0337529 ; 0.00505055 ; 
org::apache::lucene::index::LogDocMergePolicy ; 1.36109 ; 0.0170119 ; 0.00489185 ; 0.0409177 ; 0.00931852 ; 
org::apache::lucene::benchmark::quality::QualityBenchmark ; 2.40151 ; 0.0254453 ; 0.00960402 ; 0.0743622 ; 0.0225175 ; 
org::apache::lucene::search::function::ValueSource ; 3.87796 ; 0.00487477 ; 0.0135441 ; 0.115313 ; 0.0256072 ; 
org::apache::lucene::store::VerifyingLockFactory ; 2.33696 ; 0.00308502 ; 0.00910696 ; 0.0719939 ; 0.0198956 ; 
org::apache::lucene::index::TermsHashPerThread ; 1.54522 ; 0.00310807 ; 0.0273145 ; 0.0891453 ; 0.0962259 ; 
org::apache::lucene::index::ReusableStringReader ; 0.60098 ; 3.8181e-4 ; 0.00388466 ; 0.0219358 ; 0.0141336 ; 
org::tartarus::snowball::ext::NorwegianStemmer ; 1.35264 ; 8.32763e-4 ; 0.0350566 ; 0.101164 ; 0.0995792 ; 
org::apache::lucene::search::TopFieldDocCollector ; 6.14206 ; 0.0409547 ; 0.0486591 ; 0.23221 ; 0.116134 ; 
org::apache::lucene::analysis::sinks::DateRecognizerSinkTokenizer ; 2.76004 ; 0.00289664 ; 0.0375323 ; 0.137482 ; 0.115025 ; 
org::apache::lucene::xmlparser::QueryBuilderFactory ; 4.12294 ; 0.0205949 ; 0.0573708 ; 0.218393 ; 0.108978 ; 
org::apache::lucene::benchmark::byTask::feeds::EnwikiDocMaker ; 3.58153 ; 0.0523894 ; 0.0160755 ; 0.11505 ; 0.0434301 ; 
org::apache::lucene::search::DisjunctionMaxScorer ; 8.939 ; 0.43582 ; 0.0757326 ; 0.359523 ; 0.161567 ; 
org::apache::lucene::search::BooleanQuery ; 23.8003 ; 1.10022 ; 0.119711 ; 0.761933 ; 0.242231 ; 
org::apache::lucene::index::DocInverterPerThread ; 0.792859 ; 5.1848e-4 ; 0.0122672 ; 0.0424562 ; 0.0457934 ; 
org::apache::lucene::index::TermBuffer ; 2.54988 ; 0.0773077 ; 0.0095867 ; 0.0759522 ; 0.0250941 ; 
org::apache::lucene::util::DocIdBitSet ; 1.17515 ; 6.69115e-4 ; 0.00634538 ; 0.0402517 ; 0.0203787 ; 
org::apache::lucene::analysis::TokenFilter ; 8.08193 ; 0.0202412 ; 0.0567067 ; 0.290392 ; 0.157777 ; 
org::apache::lucene::analysis::cjk::CJKTokenizer ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::Query ; 8.85763 ; 0.296282 ; 0.0121526 ; 0.205876 ; 0.00150294 ; 
org::apache::lucene::analysis::CachingTokenFilter ; 4.85274 ; 0.0507359 ; 0.0496314 ; 0.208631 ; 0.154835 ; 
org::apache::lucene::benchmark::byTask::tasks::SearchWithSortTask ; 1.23854 ; 9.90187e-4 ; 0.0519223 ; 0.145898 ; 0.106899 ; 
org::apache::lucene::benchmark::byTask::feeds::TrecDocMaker ; 7.61688 ; 0.130565 ; 0.0275865 ; 0.227585 ; 0.060062 ; 
org::apache::lucene::benchmark::quality::trec::Trec1MQReader ; 1.22665 ; 0.00108798 ; 0.00598607 ; 0.0406094 ; 0.0174669 ; 
org::apache::lucene::demo::HTMLDocument ; 4.65286 ; 0.0771399 ; 0.0571345 ; 0.2271 ; 0.108089 ; 
org::apache::lucene::util::Parameter ; 2.86786 ; 0.0194352 ; 0.00453553 ; 0.0687541 ; 0.00117304 ; 
org::apache::lucene::search::RemoteCachingWrapperFilter ; 3.6986 ; 0.0053998 ; 0.0615157 ; 0.221084 ; 0.129997 ; 
org::apache::lucene::swing::models::BaseTableModel ; 2.55041 ; 0.0146253 ; 0.0533105 ; 0.174739 ; 0.10691 ; 
lucli::LuceneMethods ; 1.43177 ; 0.0259836 ; 0.00146826 ; 0.0312605 ; 9.22005e-6 ; 
org::tartarus::snowball::SnowballProgram ; 1.35264 ; 8.32763e-4 ; 0.0350566 ; 0.101164 ; 0.0995792 ; 
org::apache::lucene::benchmark::byTask::tasks::RepAllTask ; 3.28866 ; 0.0163767 ; 0.00774168 ; 0.0876976 ; 0.00527147 ; 
org::apache::lucene::benchmark::byTask::feeds::DemoHTMLParser ; 2.69351 ; 0.0128559 ; 0.00716586 ; 0.074234 ; 0.00708705 ; 
org::apache::lucene::xmlparser::builders::SpanNearBuilder ; 2.99495 ; 0.0265824 ; 0.00530023 ; 0.0740352 ; 0.00168471 ; 
org::apache::lucene::index::SegmentTermPositions ; 8.72787 ; 0.0676164 ; 0.0431024 ; 0.280232 ; 0.10439 ; 
org::apache::lucene::analysis::ru::RussianStemmer ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::feeds::LineDocMaker ; 4.8362 ; 0.0461243 ; 0.0666614 ; 0.258121 ; 0.142609 ; 
org::apache::lucene::index::NormsWriterPerField ; 0.792859 ; 5.1848e-4 ; 0.0122672 ; 0.0424562 ; 0.0457934 ; 
org::apache::lucene::queryParser::precedence::PrecedenceQueryParserTokenManager ; 1.31187 ; 0.00868421 ; 0.00138824 ; 0.0288405 ; 1.14211e-5 ; 
org::apache::lucene::analysis::fr::FrenchAnalyzer ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::ReqOptSumScorer ; 3.0742 ; 0.0169033 ; 0.00472009 ; 0.0731342 ; 0.00117257 ; 
org::apache::lucene::ant::DocumentHandlerException ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::shingle::ShingleAnalyzerWrapper ; 2.08776 ; 0.0764708 ; 0.0172213 ; 0.083567 ; 0.067865 ; 
org::apache::lucene::queryParser::TokenMgrError ; 4.00726 ; 0.0164289 ; 0.0892333 ; 0.283052 ; 0.220501 ; 
org::apache::lucene::xmlparser::builders::SpanFirstBuilder ; 2.42975 ; 0.0199393 ; 0.0044811 ; 0.0606869 ; 0.00162176 ; 
org::apache::lucene::search::MatchAllDocsQuery ; 8.8814 ; 0.228413 ; 0.0638157 ; 0.329159 ; 0.108845 ; 
org::apache::lucene::xmlparser::ParserException ; 3.66829 ; 0.025941 ; 0.0564034 ; 0.206585 ; 0.108521 ; 
org::apache::lucene::benchmark::byTask::utils::Format ; 4.67365 ; 0.0619516 ; 0.0134567 ; 0.131351 ; 0.01787 ; 
org::tartarus::snowball::ext::PorterStemmer ; 1.35264 ; 8.32763e-4 ; 0.0350566 ; 0.101164 ; 0.0995792 ; 
org::apache::lucene::swing::models::DataStore ; 3.85212 ; 0.0148165 ; 0.0552128 ; 0.205541 ; 0.107064 ; 
org::apache::lucene::store::MockRAMDirectory ; 12.4762 ; 0.194189 ; 0.0519984 ; 0.387965 ; 0.134258 ; 
org::apache::lucene::search::HitQueue ; 1.64243 ; 0.00391152 ; 0.00325183 ; 0.0418737 ; 0.00116335 ; 
org::apache::lucene::misc::IndexMergeTool ; 4.01101 ; 0.254921 ; 0.0603641 ; 0.223297 ; 0.126469 ; 
org::apache::lucene::search::Filter ; 2.81758 ; 0.0142828 ; 0.00959721 ; 0.0821254 ; 0.0215421 ; 
org::apache::lucene::benchmark::byTask::tasks::OpenIndexTask ; 9.35438 ; 0.0573069 ; 0.0922037 ; 3.49127 ; 0.146405 ; 
org::apache::lucene::queryParser::surround::query::TooManyBasicQueries ; 2.67407 ; 0.00818132 ; 0.00445684 ; 0.0650567 ; 0.00118519 ; 
org::apache::lucene::benchmark::byTask::tasks::CloseIndexTask ; 4.52366 ; 0.0189962 ; 0.0140815 ; 0.12928 ; 0.0247287 ; 
org::apache::lucene::search::highlight::Highlighter ; 12.8567 ; 0.573647 ; 0.114258 ; 0.518075 ; 0.2776 ; 
org::apache::lucene::store::AlreadyClosedException ; 1.45269 ; 4.4025e-4 ; 0.00350248 ; 0.0389943 ; 0.00253864 ; 
org::apache::lucene::index::FilterIndexReader ; 12.1251 ; 0.0618058 ; 0.0261315 ; 0.313975 ; 0.020353 ; 
org::apache::lucene::index::SegmentWriteState ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::FilteredQuery ; 12.5285 ; 0.14867 ; 0.0762108 ; 0.435486 ; 0.135382 ; 
org::apache::lucene::misc::ChainedFilter ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::RemoteCachingWrapperFilterHelper ; 3.6986 ; 0.00272334 ; 0.0615157 ; 0.221084 ; 0.129997 ; 
org::apache::lucene::search::spell::LuceneDictionary ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::payloads::PayloadHelper ; 2.65048 ; 0.0037685 ; 0.0834589 ; 0.24008 ; 0.206194 ; 
org::apache::lucene::util::ScorerDocQueue ; 2.86107 ; 0.00591041 ; 0.00557505 ; 0.0726462 ; 0.00187384 ; 
org::apache::lucene::index::StaleReaderException ; 1.09884 ; 0.00126433 ; 0.00252752 ; 0.0291281 ; 0.00157239 ; 
org::apache::lucene::analysis::cn::ChineseFilter ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::TermVectorOffsetInfo ; 2.99256 ; 0.0436665 ; 0.00705617 ; 0.0796972 ; 0.00545641 ; 
org::apache::lucene::benchmark::byTask::Benchmark ; 5.56724 ; 0.053899 ; 0.0140133 ; 0.151014 ; 0.0124283 ; 
org::apache::lucene::analysis::standard::StandardTokenizerImpl ; 6.01329 ; 0.250767 ; 0.0607581 ; 0.260938 ; 0.172092 ; 
org::apache::lucene::document::DateField ; 4.07967 ; 0.026554 ; 0.00682189 ; 0.0995781 ; 0.00145655 ; 
org::apache::lucene::benchmark::byTask::programmatic::Sample ; 3.6872 ; 0.0346905 ; 0.00860181 ; 0.0980905 ; 0.00568326 ; 
org::apache::lucene::index::CheckIndex ; 10.8724 ; 0.532036 ; 0.149002 ; 3.64568 ; 0.352548 ; 
org::apache::lucene::index::FormatPostingsTermsConsumer ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::tasks::ReopenReaderTask ; 1.23854 ; 9.90187e-4 ; 0.0519223 ; 0.145898 ; 0.106899 ; 
org::apache::lucene::index::SegmentTermEnum ; 8.26464 ; 0.0367494 ; 0.0385824 ; 0.264742 ; 0.113436 ; 
org::apache::lucene::analysis::TokenStream ; 7.77801 ; 0.0701776 ; 0.0527829 ; 0.280119 ; 0.140061 ; 
org::apache::lucene::analysis::nl::DutchAnalyzer ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::PorterStemmer ; 2.99922 ; 0.00773124 ; 0.00902615 ; 0.0848456 ; 0.0154708 ; 
org::apache::lucene::search::PrefixTermEnum ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::je::JELock ; 3.81886 ; 0.0130551 ; 0.0564659 ; 0.209658 ; 0.108135 ; 
org::apache::lucene::queryParser::precedence::ParseException ; 1.31187 ; 0.00868421 ; 0.00138824 ; 0.0288405 ; 1.14211e-5 ; 
org::apache::lucene::search::TermQuery ; 7.5969 ; 0.0870623 ; 0.015019 ; 0.1906 ; 0.0158696 ; 
org::apache::lucene::search::spans::SpanTermQuery ; 10.4963 ; 0.103477 ; 0.0461827 ; 0.313174 ; 0.103685 ; 
org::apache::lucene::util::English ; 1.64243 ; 0.00391152 ; 0.00325183 ; 0.0418737 ; 0.00116335 ; 
org::apache::lucene::index::FieldsWriter ; 11.4058 ; 0.297725 ; 0.106372 ; 0.471706 ; 0.322137 ; 
org::apache::lucene::document::DateTools ; 4.70954 ; 0.462237 ; 0.0124595 ; 0.127247 ; 0.021855 ; 
org::apache::lucene::analysis::ar::ArabicAnalyzer ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::quality::trec::TrecTopicsReader ; 1.17486 ; 9.65682e-4 ; 0.00361796 ; 0.0337529 ; 0.00505055 ; 
org::apache::lucene::analysis::SinkTokenizer ; 5.30545 ; 0.0280864 ; 0.0952679 ; 0.325349 ; 0.237195 ; 
org::apache::lucene::search::FieldDocSortedHitQueue ; 8.32875 ; 0.319027 ; 0.0704974 ; 0.33686 ; 0.139153 ; 
org::apache::lucene::search::TermScorer ; 2.64198 ; 0.0281195 ; 0.00502175 ; 0.0666518 ; 0.00155324 ; 
org::apache::lucene::swing::models::TableSearcherSimulator ; 2.55041 ; 0.0106646 ; 0.0533105 ; 0.174739 ; 0.10691 ; 
org::apache::lucene::search::BooleanFilter ; 8.77244 ; 0.172816 ; 0.0807921 ; 0.371672 ; 0.177843 ; 
org::apache::lucene::index::DocConsumerPerThread ; 0.792859 ; 5.1848e-4 ; 0.0122672 ; 0.0424562 ; 0.0457934 ; 
org::apache::lucene::analysis::compound::hyphenation::ByteVector ; 1.18716 ; 0.00167713 ; 0.0103756 ; 0.0486875 ; 0.0417474 ; 
org::apache::lucene::analysis::payloads::PayloadHelper ; 1.29819 ; 0.00145294 ; 0.00603466 ; 0.0422975 ; 0.0166933 ; 
org::apache::lucene::search::DisjunctionMaxQuery ; 9.2521 ; 0.179805 ; 0.0970429 ; 0.410565 ; 0.24155 ; 
org::apache::lucene::analysis::th::ThaiAnalyzer ; 2.26754 ; 8.73984e-4 ; 0.0535961 ; 0.170881 ; 0.107142 ; 
org::apache::lucene::store::IndexOutput ; 7.66773 ; 0.0545415 ; 0.0281528 ; 0.229457 ; 0.0641037 ; 
org::apache::lucene::queryParser::surround::query::FieldsQuery ; 3.9126 ; 0.0111519 ; 0.0563791 ; 0.210955 ; 0.108084 ; 
org::apache::lucene::queryParser::surround::query::AndQuery ; 2.67407 ; 0.00818132 ; 0.00445684 ; 0.0650567 ; 0.00118519 ; 
org::apache::lucene::analysis::ru::RussianLetterTokenizer ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::MultiLevelSkipListWriter ; 2.54818 ; 0.0628148 ; 0.0156063 ; 0.0895288 ; 0.052754 ; 
org::apache::lucene::search::function::IntFieldSource ; 3.87796 ; 0.00552515 ; 0.0135441 ; 0.115313 ; 0.0256072 ; 
org::apache::lucene::index::SerialMergeScheduler ; 2.69376 ; 0.00247675 ; 0.0103373 ; 0.0825889 ; 0.0220653 ; 
org::apache::lucene::analysis::standard::StandardFilter ; 4.2341 ; 0.0461104 ; 0.0385326 ; 0.170244 ; 0.106043 ; 
org::apache::lucene::benchmark::byTask::tasks::SearchTask ; 3.28866 ; 0.0174289 ; 0.00774168 ; 0.0876976 ; 0.00527147 ; 
org::apache::lucene::util::SmallFloat ; 4.48422 ; 0.0577354 ; 0.0666167 ; 0.245484 ; 0.156069 ; 
org::apache::lucene::store::je::JEIndexOutput ; 5.27155 ; 0.0137155 ; 0.0599683 ; 0.248653 ; 0.110674 ; 
org::apache::lucene::analysis::LowerCaseFilter ; 4.2341 ; 0.0208684 ; 0.0385326 ; 0.170244 ; 0.106043 ; 
org::apache::lucene::queryParser::surround::query::ExceptionQueryTst ; 2.74289 ; 0.0376558 ; 0.00562364 ; 0.0699285 ; 0.004366 ; 
org::apache::lucene::demo::html::Token ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::db::DbIndexInput ; 2.56045 ; 0.00833997 ; 0.00309243 ; 0.0579449 ; 8.74499e-5 ; 
org::apache::lucene::benchmark::byTask::feeds::DocData ; 1.48053 ; 2.80668e-4 ; 0.00365544 ; 0.0399966 ; 0.00285194 ; 
org::apache::lucene::search::spans::SpanNearQuery ; 9.72561 ; 0.327863 ; 0.0439444 ; 0.291386 ; 0.101251 ; 
org::apache::lucene::queryParser::surround::parser::Token ; 1.03163 ; 0.0042698 ; 0.00120501 ; 0.023183 ; 2.18418e-5 ; 
org::apache::lucene::benchmark::byTask::tasks::PerfTask ; 5.70339 ; 0.0798064 ; 0.0178256 ; 0.163469 ; 0.0303132 ; 
org::apache::lucene::benchmark::byTask::feeds::BasicDocMaker ; 6.29405 ; 0.124537 ; 0.0672753 ; 0.289447 ; 0.131668 ; 
org::apache::lucene::search::regex::JavaUtilRegexCapabilities ; 4.11562 ; 0.0645639 ; 0.00674772 ; 0.0999354 ; 0.00140016 ; 
org::apache::lucene::search::SimilarityDelegator ; 4.30098 ; 0.0172787 ; 0.0113271 ; 0.11495 ; 0.0228795 ; 
org::apache::lucene::search::FuzzyQuery ; 7.22218 ; 0.0810278 ; 0.0147719 ; 0.182153 ; 0.0183529 ; 
org::apache::lucene::xmlparser::builders::BoostingQueryBuilder ; 2.99495 ; 0.0514942 ; 0.00530023 ; 0.0740352 ; 0.00168471 ; 
org::apache::lucene::search::SpanFilter ; 2.35 ; 0.0016348 ; 0.00996333 ; 0.0740046 ; 0.0254293 ; 
org::apache::lucene::store::instantiated::InstantiatedTermPositionVector ; 0.60098 ; 3.8181e-4 ; 0.00388466 ; 0.0219358 ; 0.0141336 ; 
org::apache::lucene::store::MockRAMOutputStream ; 6.71691 ; 0.0166888 ; 0.0240711 ; 0.199952 ; 0.0523294 ; 
org::apache::lucene::benchmark::byTask::tasks::ResetSystemSoftTask ; 4.08464 ; 0.0173194 ; 0.0105405 ; 0.111471 ; 0.0103927 ; 
org::apache::lucene::index::IndexCommit ; 4.73438 ; 0.0172413 ; 0.070693 ; 0.251368 ; 0.231857 ; 
org::apache::lucene::analysis::compound::hyphenation::Hyphenation ; 1.18716 ; 0.00167713 ; 0.0103756 ; 0.0486875 ; 0.0417474 ; 
org::apache::lucene::search::similar::SimilarityQueries ; 1.43177 ; 0.0129918 ; 0.00146826 ; 0.0312605 ; 9.22005e-6 ; 
org::apache::lucene::analysis::SimpleAnalyzer ; 2.82217 ; 0.0115276 ; 0.00699591 ; 0.0760623 ; 0.0067478 ; 
org::apache::lucene::benchmark::byTask::feeds::DirDocMaker ; 4.23089 ; 0.0157352 ; 0.017526 ; 0.132413 ; 0.0431241 ; 
org::apache::lucene::search::regex::SpanRegexQuery ; 3.1498 ; 0.0172968 ; 0.0041937 ; 0.0729263 ; 1.91932e-4 ; 
org::apache::lucene::benchmark::byTask::feeds::SimpleQueryMaker ; 4.46352 ; 0.0269716 ; 0.0113596 ; 0.12145 ; 0.010322 ; 
org::apache::lucene::index::TermVectorsTermsWriterPerField ; 1.54522 ; 0.00137637 ; 0.0273145 ; 0.0891453 ; 0.0962259 ; 
org::apache::lucene::benchmark::byTask::tasks::CommitIndexTask ; 1.23854 ; 9.90187e-4 ; 0.0519223 ; 0.145898 ; 0.106899 ; 
org::apache::lucene::benchmark::byTask::tasks::SearchTravRetHighlightTask ; 1.23499 ; 7.98332e-4 ; 0.00633986 ; 0.0415823 ; 0.0194572 ; 
org::apache::lucene::search::highlight::QueryScorer ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::queryParser::FastCharStream ; 1.64243 ; 0.00391152 ; 0.00325183 ; 0.0418737 ; 0.00116335 ; 
org::apache::lucene::benchmark::standard::StandardOptions ; 5.25817 ; 0.0125676 ; 0.0131499 ; 0.142268 ; 0.0119555 ; 
org::apache::lucene::search::function::FieldCacheSource ; 3.78532 ; 0.0134348 ; 0.0604282 ; 0.220687 ; 0.121571 ; 
org::apache::lucene::search::CachingWrapperFilter ; 6.91215 ; 0.0463653 ; 0.0162734 ; 0.180807 ; 0.0243563 ; 
org::apache::lucene::search::RangeQuery ; 13.4571 ; 0.185802 ; 0.0993444 ; 0.494687 ; 0.210123 ; 
org::apache::lucene::analysis::sinks::TokenRangeSinkTokenizer ; 1.3481 ; 0.00130077 ; 0.00599567 ; 0.0433004 ; 0.0157297 ; 
org::apache::lucene::index::CompoundFileWriter ; 9.12701 ; 0.0427676 ; 0.0607724 ; 0.32498 ; 0.144619 ; 
org::apache::lucene::benchmark::standard::StandardBenchmarker ; 6.47189 ; 0.0207855 ; 0.0671365 ; 0.292414 ; 0.131498 ; 
org::apache::lucene::queryParser::surround::query::SrndBooleanQuery ; 2.67407 ; 0.00818132 ; 0.00445684 ; 0.0650567 ; 0.00118519 ; 
org::apache::lucene::analysis::snowball::SnowballFilter ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::FieldInfo ; 7.31651 ; 0.0320039 ; 0.039384 ; 0.237557 ; 0.10427 ; 
org::apache::lucene::search::Hits ; 9.64939 ; 0.10328 ; 0.030807 ; 0.271163 ; 0.07131 ; 
org::apache::lucene::search::spell::JaroWinklerDistance ; 0.938338 ; 0.0048406 ; 0.0111861 ; 0.0440916 ; 0.0447485 ; 
org::apache::lucene::search::FieldSortedHitQueue ; 17.2681 ; 0.399622 ; 0.0912739 ; 0.569637 ; 0.171246 ; 
org::apache::lucene::util::cache::SimpleLRUCache ; 1.26735 ; 3.98813e-4 ; 0.0120944 ; 0.0539188 ; 0.0490618 ; 
