classname ; cbo ; dit ; fanIn ; fanOut ; lcom ; noc ; numberOfAttributes ; numberOfAttributesInherited ; numberOfLinesOfCode ; numberOfMethods ; numberOfMethodsInherited ; numberOfPrivateAttributes ; numberOfPrivateMethods ; numberOfPublicAttributes ; numberOfPublicMethods ; rfc ; wmc ; bugs ; nonTrivialBugs ; majorBugs ; criticalBugs ; highPriorityBugs ; 
org::apache::lucene::search::regex::RegexTermEnum ; 6 ; 3 ; 1 ; 5 ; 10 ; 0 ; 4 ; 0 ; 34.0 ; 5.0 ; 24 ; 4 ; 0 ; 0.0 ; 4 ; 18.0 ; 8.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::BoostingQuery ; 2 ; 2 ; 1 ; 1 ; 3 ; 0 ; 3 ; 0 ; 39.0 ; 3.0 ; 39 ; 3 ; 0 ; 0.0 ; 3 ; 8.0 ; 5.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::ngram::NGramTokenizer ; 2 ; 3 ; 1 ; 1 ; 1 ; 0 ; 9 ; 1 ; 27.0 ; 2.0 ; 16 ; 7 ; 0 ; 0.0 ; 2 ; 7.0 ; 6.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::queryParser::ParseException ; 8 ; 1 ; 5 ; 3 ; 3 ; 0 ; 5 ; 0 ; 90.0 ; 3.0 ; 27 ; 0 ; 0 ; 3.0 ; 2 ; 29.0 ; 24.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::feeds::NoMoreDataException ; 6 ; 1 ; 6 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0 ; 1.0 ; 27 ; 0 ; 0 ; 0.0 ; 1 ; 1.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::demo::html::HTMLParser ; 15 ; 1 ; 3 ; 13 ; 496 ; 0 ; 40 ; 39 ; 574.0 ; 32.0 ; 9 ; 19 ; 11 ; 21.0 ; 17 ; 177.0 ; 179.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::queryParser::surround::query::BasicQueryFactory ; 4 ; 1 ; 1 ; 3 ; 15 ; 0 ; 2 ; 0 ; 18.0 ; 6.0 ; 9 ; 2 ; 1 ; 0.0 ; 5 ; 12.0 ; 7.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::br::BrazilianAnalyzer ; 4 ; 2 ; 0 ; 4 ; 3 ; 0 ; 3 ; 0 ; 15.0 ; 3.0 ; 15 ; 2 ; 0 ; 0.0 ; 3 ; 10.0 ; 3.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::Similarity ; 29 ; 1 ; 27 ; 2 ; 78 ; 4 ; 2 ; 0 ; 22.0 ; 13.0 ; 18 ; 2 ; 0 ; 0.0 ; 13 ; 17.0 ; 7.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::highlight::SimpleFragmenter ; 7 ; 1 ; 6 ; 1 ; 10 ; 0 ; 3 ; 0 ; 20.0 ; 5.0 ; 11 ; 3 ; 0 ; 0.0 ; 5 ; 6.0 ; 6.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::SegmentTermVector ; 3 ; 1 ; 1 ; 2 ; 28 ; 1 ; 3 ; 0 ; 50.0 ; 8.0 ; 15 ; 3 ; 0 ; 0.0 ; 7 ; 18.0 ; 15.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::Constants ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 5 ; 0 ; 0.0 ; 0.0 ; 9 ; 0 ; 0 ; 1.0 ; 0 ; 0.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::tasks::WarmTask ; 0 ; 3 ; 0 ; 0 ; 15 ; 0 ; 0 ; 2 ; 18.0 ; 6.0 ; 55 ; 0 ; 0 ; 0.0 ; 6 ; 6.0 ; 6.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::DefaultSkipListReader ; 3 ; 2 ; 1 ; 2 ; 28 ; 0 ; 7 ; 0 ; 58.0 ; 8.0 ; 17 ; 7 ; 0 ; 0.0 ; 0 ; 17.0 ; 10.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::el::GreekAnalyzer ; 3 ; 2 ; 0 ; 3 ; 3 ; 0 ; 27 ; 0 ; 25.0 ; 3.0 ; 15 ; 27 ; 1 ; 0.0 ; 2 ; 11.0 ; 5.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::xmlparser::builders::SpanOrBuilder ; 5 ; 3 ; 1 ; 4 ; 1 ; 0 ; 1 ; 0 ; 19.0 ; 2.0 ; 12 ; 0 ; 0 ; 1.0 ; 2 ; 13.0 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::function::CustomScoreQuery ; 9 ; 2 ; 1 ; 8 ; 78 ; 2 ; 3 ; 0 ; 88.0 ; 13.0 ; 39 ; 3 ; 0 ; 0.0 ; 12 ; 44.0 ; 28.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::SortedTermVectorMapper ; 4 ; 2 ; 2 ; 2 ; 6 ; 0 ; 5 ; 0 ; 59.0 ; 4.0 ; 15 ; 4 ; 0 ; 0.0 ; 4 ; 19.0 ; 21.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::sinks::TokenTypeSinkTokenizer ; 3 ; 4 ; 0 ; 3 ; 1 ; 0 ; 1 ; 3 ; 10.0 ; 2.0 ; 22 ; 1 ; 0 ; 0.0 ; 2 ; 5.0 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::spans::SpanWeight ; 10 ; 2 ; 1 ; 10 ; 21 ; 1 ; 7 ; 0 ; 97.0 ; 7.0 ; 24 ; 0 ; 0 ; 0.0 ; 7 ; 50.0 ; 12.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::FuzzyTermEnum ; 6 ; 3 ; 2 ; 4 ; 66 ; 0 ; 11 ; 0 ; 135.0 ; 12.0 ; 24 ; 11 ; 7 ; 0.0 ; 4 ; 51.0 ; 36.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::function::ShortFieldSource ; 4 ; 3 ; 0 ; 4 ; 10 ; 0 ; 1 ; 0 ; 43.0 ; 5.0 ; 31 ; 1 ; 0 ; 0.0 ; 5 ; 13.0 ; 8.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::payloads::BoostingTermQuery ; 4 ; 4 ; 1 ; 3 ; 3 ; 0 ; 0 ; 1 ; 13.0 ; 3.0 ; 54 ; 0 ; 0 ; 0.0 ; 2 ; 6.0 ; 5.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::highlight::TokenSources ; 2 ; 1 ; 0 ; 2 ; 1 ; 0 ; 0 ; 0 ; 21.0 ; 2.0 ; 9 ; 0 ; 0 ; 0.0 ; 2 ; 7.0 ; 5.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::demo::html::ParserThread ; 6 ; 1 ; 1 ; 6 ; 1 ; 0 ; 1 ; 2 ; 23.0 ; 2.0 ; 31 ; 0 ; 0 ; 1.0 ; 1 ; 11.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::tartarus::snowball::ext::EnglishStemmer ; 1 ; 2 ; 0 ; 1 ; 136 ; 0 ; 17 ; 6 ; 1131.0 ; 17.0 ; 35 ; 17 ; 16 ; 0.0 ; 1 ; 127.0 ; 206.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::TermVectorEntry ; 6 ; 1 ; 5 ; 1 ; 66 ; 0 ; 5 ; 0 ; 51.0 ; 12.0 ; 9 ; 4 ; 0 ; 1.0 ; 9 ; 16.0 ; 18.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::LucenePackage ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 4.0 ; 2.0 ; 9 ; 0 ; 1 ; 0.0 ; 1 ; 3.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::FieldSortedTermVectorMapper ; 4 ; 2 ; 3 ; 1 ; 10 ; 0 ; 4 ; 0 ; 19.0 ; 5.0 ; 15 ; 4 ; 0 ; 0.0 ; 5 ; 9.0 ; 5.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::BufferedIndexInput ; 7 ; 2 ; 5 ; 2 ; 78 ; 4 ; 6 ; 0 ; 131.0 ; 13.0 ; 33 ; 4 ; 2 ; 0.0 ; 8 ; 36.0 ; 30.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::FieldInfos ; 18 ; 1 ; 14 ; 4 ; 78 ; 0 ; 9 ; 0 ; 107.0 ; 13.0 ; 9 ; 2 ; 2 ; 0.0 ; 9 ; 52.0 ; 32.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::TermInfosReader ; 8 ; 1 ; 1 ; 7 ; 105 ; 0 ; 13 ; 0 ; 154.0 ; 15.0 ; 9 ; 13 ; 5 ; 0.0 ; 5 ; 55.0 ; 39.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::swing::models::RestaurantInfo ; 3 ; 1 ; 3 ; 0 ; 153 ; 0 ; 8 ; 0 ; 51.0 ; 18.0 ; 9 ; 8 ; 0 ; 0.0 ; 18 ; 20.0 ; 17.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::tasks::TaskSequence ; 11 ; 2 ; 4 ; 7 ; 253 ; 0 ; 14 ; 2 ; 240.0 ; 23.0 ; 39 ; 13 ; 8 ; 1.0 ; 14 ; 89.0 ; 72.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::FreqProxTermsWriterPerThread ; 2 ; 2 ; 1 ; 1 ; 10 ; 0 ; 2 ; 0 ; 13.0 ; 5.0 ; 13 ; 0 ; 0 ; 2.0 ; 3 ; 6.0 ; 5.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::DocInverter ; 4 ; 2 ; 0 ; 4 ; 21 ; 0 ; 2 ; 1 ; 53.0 ; 7.0 ; 15 ; 0 ; 0 ; 2.0 ; 4 ; 33.0 ; 9.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::util::SortedVIntList ; 4 ; 2 ; 2 ; 3 ; 15 ; 0 ; 7 ; 0 ; 62.0 ; 6.0 ; 11 ; 6 ; 2 ; 0.0 ; 4 ; 13.0 ; 10.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::cn::ChineseAnalyzer ; 2 ; 2 ; 0 ; 2 ; 1 ; 0 ; 0 ; 0 ; 7.0 ; 2.0 ; 15 ; 0 ; 0 ; 0.0 ; 2 ; 4.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::je::JEDirectory ; 8 ; 2 ; 1 ; 7 ; 91 ; 0 ; 5 ; 2 ; 102.0 ; 14.0 ; 27 ; 0 ; 0 ; 0.0 ; 14 ; 64.0 ; 21.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::highlight::GradientFormatter ; 5 ; 1 ; 1 ; 4 ; 21 ; 1 ; 16 ; 0 ; 132.0 ; 7.0 ; 10 ; 2 ; 2 ; 12.0 ; 3 ; 46.0 ; 23.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::wordnet::Syns2Index ; 8 ; 1 ; 0 ; 8 ; 6 ; 0 ; 5 ; 0 ; 154.0 ; 4.0 ; 9 ; 3 ; 3 ; 0.0 ; 1 ; 62.0 ; 18.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::MergePolicy ; 1 ; 1 ; 1 ; 0 ; 15 ; 1 ; 0 ; 0 ; 3.0 ; 6.0 ; 9 ; 0 ; 0 ; 0.0 ; 0 ; 7.0 ; 1.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::QueryUtils ; 26 ; 1 ; 13 ; 14 ; 28 ; 0 ; 0 ; 0 ; 167.0 ; 8.0 ; 9 ; 0 ; 2 ; 0.0 ; 6 ; 56.0 ; 25.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::memory::SynonymTokenFilter ; 3 ; 3 ; 0 ; 3 ; 6 ; 0 ; 7 ; 1 ; 56.0 ; 4.0 ; 16 ; 6 ; 1 ; 0.0 ; 2 ; 17.0 ; 14.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::DisjunctionSumScorer ; 5 ; 3 ; 1 ; 4 ; 36 ; 0 ; 8 ; 0 ; 98.0 ; 9.0 ; 17 ; 6 ; 1 ; 0.0 ; 7 ; 41.0 ; 31.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::NativeFSLockFactory ; 8 ; 2 ; 2 ; 6 ; 10 ; 0 ; 1 ; 1 ; 53.0 ; 5.0 ; 13 ; 1 ; 1 ; 0.0 ; 3 ; 28.0 ; 14.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::queryParser::surround::query::SpanNearClauseFactory ; 8 ; 1 ; 2 ; 6 ; 55 ; 0 ; 4 ; 0 ; 50.0 ; 11.0 ; 9 ; 4 ; 0 ; 0.0 ; 10 ; 39.0 ; 16.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::spell::PlainTextDictionary ; 2 ; 1 ; 1 ; 1 ; 1 ; 0 ; 3 ; 0 ; 6.0 ; 2.0 ; 10 ; 3 ; 0 ; 0.0 ; 2 ; 4.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::BufferedIndexOutput ; 1 ; 2 ; 0 ; 1 ; 28 ; 0 ; 4 ; 0 ; 58.0 ; 8.0 ; 24 ; 3 ; 0 ; 0.0 ; 7 ; 18.0 ; 14.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::document::MapFieldSelector ; 2 ; 2 ; 2 ; 0 ; 1 ; 0 ; 1 ; 0 ; 9.0 ; 2.0 ; 19 ; 0 ; 0 ; 1.0 ; 2 ; 5.0 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::MockFilter ; 3 ; 2 ; 1 ; 2 ; 6 ; 0 ; 1 ; 0 ; 10.0 ; 4.0 ; 21 ; 1 ; 0 ; 0.0 ; 4 ; 6.0 ; 3.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::instantiated::InstantiatedIndex ; 20 ; 1 ; 5 ; 17 ; 136 ; 0 ; 8 ; 0 ; 226.0 ; 17.0 ; 18 ; 8 ; 0 ; 0.0 ; 10 ; 128.0 ; 43.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::FieldReaderException ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3.0 ; 1.0 ; 28 ; 0 ; 0 ; 0.0 ; 1 ; 1.0 ; 1.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::LockFactory ; 6 ; 1 ; 6 ; 0 ; 6 ; 6 ; 1 ; 0 ; 6.0 ; 4.0 ; 9 ; 0 ; 0 ; 0.0 ; 4 ; 4.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::quality::trec::QueryDriver ; 8 ; 1 ; 0 ; 8 ; 0 ; 0 ; 0 ; 0 ; 35.0 ; 1.0 ; 9 ; 0 ; 0 ; 0.0 ; 1 ; 18.0 ; 1.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::TermsHashConsumerPerField ; 1 ; 1 ; 1 ; 0 ; 15 ; 2 ; 0 ; 0 ; 0.0 ; 6.0 ; 9 ; 0 ; 0 ; 0.0 ; 0 ; 6.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::xmlparser::builders::TermsQueryBuilder ; 11 ; 1 ; 1 ; 10 ; 1 ; 0 ; 1 ; 0 ; 37.0 ; 2.0 ; 10 ; 0 ; 0 ; 1.0 ; 2 ; 22.0 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::spans::TermSpans ; 5 ; 2 ; 2 ; 3 ; 45 ; 0 ; 6 ; 0 ; 64.0 ; 10.0 ; 16 ; 0 ; 0 ; 0.0 ; 10 ; 23.0 ; 16.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::demo::html::TokenMgrError ; 5 ; 1 ; 2 ; 3 ; 6 ; 0 ; 5 ; 0 ; 57.0 ; 4.0 ; 27 ; 0 ; 0 ; 1.0 ; 2 ; 26.0 ; 17.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::TopDocs ; 6 ; 1 ; 6 ; 0 ; 3 ; 1 ; 3 ; 0 ; 11.0 ; 3.0 ; 18 ; 1 ; 0 ; 2.0 ; 3 ; 3.0 ; 3.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::quality::trec::TrecJudge ; 7 ; 1 ; 2 ; 5 ; 6 ; 0 ; 1 ; 0 ; 77.0 ; 4.0 ; 12 ; 0 ; 0 ; 1.0 ; 4 ; 45.0 ; 21.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::demo::html::SimpleCharStream ; 6 ; 1 ; 1 ; 5 ; 190 ; 0 ; 16 ; 0 ; 256.0 ; 20.0 ; 9 ; 0 ; 0 ; 4.0 ; 15 ; 38.0 ; 47.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::TermsHashConsumerPerThread ; 2 ; 1 ; 2 ; 0 ; 6 ; 2 ; 0 ; 0 ; 0.0 ; 4.0 ; 9 ; 0 ; 0 ; 0.0 ; 2 ; 4.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::FormatPostingsPositionsConsumer ; 2 ; 1 ; 2 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0.0 ; 2.0 ; 9 ; 0 ; 0 ; 0.0 ; 0 ; 2.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::queryParser::surround::parser::QueryParser ; 20 ; 1 ; 2 ; 18 ; 903 ; 0 ; 31 ; 26 ; 583.0 ; 43.0 ; 9 ; 17 ; 9 ; 14.0 ; 22 ; 221.0 ; 174.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::instantiated::InstantiatedTermPositions ; 4 ; 2 ; 1 ; 3 ; 21 ; 0 ; 1 ; 2 ; 35.0 ; 7.0 ; 35 ; 1 ; 0 ; 0.0 ; 7 ; 15.0 ; 9.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::el::GreekCharsets ; 2 ; 1 ; 1 ; 1 ; 0 ; 0 ; 3 ; 0 ; 225.0 ; 1.0 ; 9 ; 0 ; 0 ; 3.0 ; 1 ; 2.0 ; 79.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::stats::QueryData ; 4 ; 1 ; 2 ; 2 ; 6 ; 0 ; 5 ; 0 ; 26.0 ; 4.0 ; 9 ; 0 ; 0 ; 5.0 ; 4 ; 10.0 ; 10.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::feeds::FileBasedQueryMaker ; 8 ; 2 ; 0 ; 8 ; 0 ; 0 ; 0 ; 3 ; 49.0 ; 1.0 ; 23 ; 0 ; 0 ; 0.0 ; 0 ; 24.0 ; 9.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::tartarus::snowball::ext::FinnishStemmer ; 1 ; 2 ; 0 ; 1 ; 78 ; 0 ; 18 ; 6 ; 877.0 ; 13.0 ; 35 ; 18 ; 12 ; 0.0 ; 1 ; 85.0 ; 140.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::highlight::SpanScorer ; 7 ; 1 ; 3 ; 4 ; 45 ; 0 ; 7 ; 0 ; 77.0 ; 10.0 ; 12 ; 7 ; 1 ; 0.0 ; 9 ; 29.0 ; 19.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::regex::RegexQuery ; 6 ; 3 ; 2 ; 4 ; 15 ; 0 ; 1 ; 2 ; 27.0 ; 6.0 ; 51 ; 1 ; 0 ; 0.0 ; 5 ; 17.0 ; 10.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::document::Field ; 14 ; 3 ; 11 ; 3 ; 15 ; 0 ; 0 ; 16 ; 49.0 ; 6.0 ; 104 ; 0 ; 0 ; 0.0 ; 6 ; 13.0 ; 17.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::tartarus::snowball::ext::TurkishStemmer ; 1 ; 2 ; 0 ; 1 ; 861 ; 0 ; 34 ; 6 ; 2864.0 ; 42.0 ; 35 ; 34 ; 41 ; 0.0 ; 1 ; 312.0 ; 479.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::WhitespaceTokenizer ; 19 ; 4 ; 18 ; 1 ; 1 ; 0 ; 0 ; 1 ; 6.0 ; 2.0 ; 21 ; 0 ; 0 ; 0.0 ; 1 ; 3.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::demo::DeleteFiles ; 4 ; 1 ; 0 ; 4 ; 1 ; 0 ; 0 ; 0 ; 32.0 ; 2.0 ; 9 ; 0 ; 1 ; 0.0 ; 1 ; 14.0 ; 3.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::xmlparser::builders::FuzzyLikeThisQueryBuilder ; 6 ; 1 ; 1 ; 5 ; 1 ; 0 ; 5 ; 0 ; 22.0 ; 2.0 ; 10 ; 1 ; 0 ; 4.0 ; 2 ; 16.0 ; 3.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::InvertedDocConsumerPerField ; 1 ; 1 ; 1 ; 0 ; 6 ; 1 ; 0 ; 0 ; 0.0 ; 4.0 ; 9 ; 0 ; 0 ; 0.0 ; 0 ; 4.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::SegmentMergeInfo ; 6 ; 1 ; 3 ; 3 ; 10 ; 0 ; 6 ; 0 ; 44.0 ; 5.0 ; 9 ; 2 ; 0 ; 4.0 ; 0 ; 14.0 ; 12.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::FuzzyLikeThisQuery ; 18 ; 2 ; 2 ; 16 ; 15 ; 0 ; 7 ; 0 ; 141.0 ; 6.0 ; 39 ; 0 ; 1 ; 7.0 ; 5 ; 68.0 ; 24.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::FieldInvertState ; 4 ; 1 ; 4 ; 0 ; 21 ; 0 ; 5 ; 0 ; 29.0 ; 7.0 ; 9 ; 0 ; 0 ; 5.0 ; 6 ; 7.0 ; 7.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::DocFieldConsumersPerThread ; 3 ; 2 ; 1 ; 3 ; 10 ; 0 ; 4 ; 0 ; 37.0 ; 5.0 ; 13 ; 0 ; 0 ; 4.0 ; 5 ; 12.0 ; 7.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::GCJIndexInput ; 2 ; 2 ; 1 ; 1 ; 55 ; 0 ; 6 ; 0 ; 14.0 ; 11.0 ; 33 ; 4 ; 2 ; 2.0 ; 9 ; 14.0 ; 5.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::MMapDirectory ; 0 ; 3 ; 0 ; 0 ; 1 ; 0 ; 1 ; 3 ; 5.0 ; 2.0 ; 29 ; 1 ; 0 ; 0.0 ; 1 ; 3.0 ; 2.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::instantiated::InstantiatedTermEnum ; 3 ; 2 ; 1 ; 3 ; 15 ; 0 ; 3 ; 0 ; 51.0 ; 6.0 ; 15 ; 3 ; 0 ; 0.0 ; 6 ; 23.0 ; 12.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::wordnet::SynExpand ; 9 ; 1 ; 0 ; 9 ; 1 ; 0 ; 0 ; 0 ; 70.0 ; 2.0 ; 9 ; 0 ; 0 ; 0.0 ; 2 ; 38.0 ; 12.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::xmlparser::builders::MatchAllDocsQueryBuilder ; 2 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 3.0 ; 2.0 ; 10 ; 0 ; 0 ; 0.0 ; 2 ; 3.0 ; 1.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::quality::utils::QualityQueriesFinder ; 9 ; 1 ; 0 ; 9 ; 10 ; 0 ; 2 ; 0 ; 64.0 ; 5.0 ; 9 ; 2 ; 4 ; 0.0 ; 1 ; 33.0 ; 15.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::tasks::WriteLineDocTask ; 10 ; 2 ; 0 ; 10 ; 21 ; 0 ; 7 ; 2 ; 73.0 ; 7.0 ; 39 ; 4 ; 1 ; 1.0 ; 6 ; 41.0 ; 17.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::LockObtainFailedException ; 3 ; 1 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3.0 ; 1.0 ; 27 ; 0 ; 0 ; 0.0 ; 1 ; 1.0 ; 1.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::WildcardQuery ; 10 ; 3 ; 6 ; 4 ; 6 ; 0 ; 1 ; 2 ; 19.0 ; 4.0 ; 49 ; 1 ; 0 ; 0.0 ; 3 ; 12.0 ; 7.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::TimeLimitedCollector ; 5 ; 2 ; 1 ; 4 ; 15 ; 0 ; 8 ; 0 ; 30.0 ; 6.0 ; 11 ; 6 ; 0 ; 1.0 ; 6 ; 12.0 ; 8.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::feeds::ReutersQueryMaker ; 6 ; 2 ; 0 ; 6 ; 3 ; 0 ; 1 ; 3 ; 48.0 ; 3.0 ; 23 ; 1 ; 2 ; 0.0 ; 0 ; 35.0 ; 7.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::xmlparser::builders::TermsFilterBuilder ; 8 ; 1 ; 1 ; 7 ; 1 ; 0 ; 1 ; 0 ; 32.0 ; 2.0 ; 10 ; 0 ; 0 ; 1.0 ; 2 ; 15.0 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
